;CAT1;CAT2;CAT3;ID;Caption
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_craite_halberd.w2ent;skellige warrior craite halberd
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_craite_shield.w2ent;skellige warrior craite shield
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_craite_sword.w2ent;skellige warrior craite sword
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_craite_torch.w2ent;skellige warrior craite torch
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_craite.w2ent;skellige warrior craite
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_dimun_axe.w2ent;skellige warrior dimun axe
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_dimun_bow.w2ent;skellige warrior dimun bow
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_dimun_sword.w2ent;skellige warrior dimun sword
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_dimun_torch.w2ent;skellige warrior dimun torch
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_dimun.w2ent;skellige warrior dimun
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_drummond_axe.w2ent;skellige warrior drummond axe
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_drummond_bow.w2ent;skellige warrior drummond bow
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_drummond_crossbow.w2ent;skellige warrior drummond crossbow
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_drummond_shield.w2ent;skellige warrior drummond shield
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_drummond_sword.w2ent;skellige warrior drummond sword
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_drummond_torch.w2ent;skellige warrior drummond torch
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_drummond.w2ent;skellige warrior drummond
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_heymaey_bow.w2ent;skellige warrior heymaey bow
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_heymaey_no_vo_bow.w2ent;skellige warrior heymaey no vo bow
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_heymaey_no_vo.w2ent;skellige warrior heymaey no vo
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_heymaey_shield.w2ent;skellige warrior heymaey shield
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_heymaey_sword.w2ent;skellige warrior heymaey sword
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_heymaey_torch.w2ent;skellige warrior heymaey torch
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_heymaey.w2ent;skellige warrior heymaey
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_lvl1_axe.w2ent;skellige warrior lvl1 axe
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_lvl1_bow.w2ent;skellige warrior lvl1 bow
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_lvl1_drunk.w2ent;skellige warrior lvl1 drunk
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_lvl1_sword.w2ent;skellige warrior lvl1 sword
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_lvl1.w2ent;skellige warrior lvl1
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_tuirseach_axe.w2ent;skellige warrior tuirseach axe
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_tuirseach_chorus.w2ent;skellige warrior tuirseach chorus
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_tuirseach_shield.w2ent;skellige warrior tuirseach shield
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_tuirseach_sword.w2ent;skellige warrior tuirseach sword
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_tuirseach_torch.w2ent;skellige warrior tuirseach torch
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_warrior_tuirseach.w2ent;skellige warrior tuirseach
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_woman_no_vo.w2ent;skellige woman no vo
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_woman_pants.w2ent;skellige woman pants
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\regular\skellige_woman.w2ent;skellige woman
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\spikeroog\spikeroog_fisherman_01.w2ent;spikeroog fisherman 01
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\spikeroog\spikeroog_fisherman_02.w2ent;spikeroog fisherman 02
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\spikeroog\spikeroog_fisherman_03.w2ent;spikeroog fisherman 03
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\spikeroog\spikeroog_fisherman_wife_02.w2ent;spikeroog fisherman wife 02
;vanilla-misc;community npcs;skellige;gameplay\community\community_npcs\skellige\spikeroog\spikeroog_fisherman_wife_bergthora.w2ent;spikeroog fisherman wife bergthora
;vanilla-misc;community templates;;gameplay\community\community_templates\skellige\villages\clan_dimun_village\chat_pirate_hideout_03_m_entity.w2ent;chat pirate hideout 03 m entity
;vanilla-misc;cutscenes;;items\cutscenes\cat_cs\cat_cs.w2ent;cat cs
;vanilla-misc;cutscenes;;items\cutscenes\geralt_past\geralt_past_cs402.w2ent;geralt past cs402
;vanilla-misc;cutscenes;;items\cutscenes\horse\cutscene_horse.w2ent;cutscene horse
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_arachas.w2ent;mq2052 arachas
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_doppler.w2ent;mq2052 doppler
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_endriaga_worker.w2ent;mq2052 endriaga worker
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_endriaga.w2ent;mq2052 endriaga
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_godling.w2ent;mq2052 godling
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_quest_giver.w2ent;mq2052 quest giver
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_skellige_citizen_1.w2ent;mq2052 skellige citizen 1
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_skellige_citizen_2.w2ent;mq2052 skellige citizen 2
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_skellige_citizen_3.w2ent;mq2052 skellige citizen 3
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_skellige_crowd_1.w2ent;mq2052 skellige crowd 1
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_skellige_crowd_2.w2ent;mq2052 skellige crowd 2
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_skellige_crowd_3.w2ent;mq2052 skellige crowd 3
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_skellige_crowd_4.w2ent;mq2052 skellige crowd 4
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_skellige_hunter.w2ent;mq2052 skellige hunter
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_troll.w2ent;mq2052 troll
;vanilla-misc;dlc-quest;;dlc\dlc12\data\quest\quest_files\characters\mq2052_werewolf.w2ent;mq2052 werewolf
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_aunt.w2ent;mq1058 aunt
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_barn_necro.w2ent;mq1058 barn necro
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_child.w2ent;mq1058 child
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_hideout_bandit_01.w2ent;mq1058 hideout bandit 01
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_hideout_bandit_02.w2ent;mq1058 hideout bandit 02
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_hideout_bandit_03.w2ent;mq1058 hideout bandit 03
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_lesser_necro.w2ent;mq1058 lesser necro
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_lynx_witcher.w2ent;mq1058 lynx witcher
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_necro_02.w2ent;mq1058 necro 02
;vanilla-misc;dlc-quest;;dlc\dlc15\data\quests\quest_files\characters\mq1058_necro.w2ent;mq1058 necro
;vanilla-misc;dlc-quest;;dlc\dlc3\data\characters\mh201_blandare_village_elder.w2ent;mh201 blandare village elder
;vanilla-misc;dlc-quest;;dlc\dlc3\data\characters\mh201_cave_troll.w2ent;mh201 cave troll
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_bandit_lvl1_axe_mortal.w2ent;sq107 bandit lvl1 axe mortal
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_bandit_lvl1_mortal.w2ent;sq107 bandit lvl1 mortal
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_bandit_lvl1_pickaxe.w2ent;sq107 bandit lvl1 pickaxe
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_bandit_lvl1.w2ent;sq107 bandit lvl1
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_bandit_lvl2_spear.w2ent;sq107 bandit lvl2 spear
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_bandit_lvl2.w2ent;sq107 bandit lvl2
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_bandit_ranged.w2ent;sq107 bandit ranged
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_fool.w2ent;sq107 fool
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_piggie_villager_work.w2ent;sq107 piggie villager work
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_uncursed_herbalist.w2ent;sq107 uncursed herbalist
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_uncursed_soltys.w2ent;sq107 uncursed soltys
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_uncursed_villager_woman.w2ent;sq107 uncursed villager woman
;vanilla-misc;dlc-quest;;dlc\dlc7\data\characters\sq107_uncursed_villager.w2ent;sq107 uncursed villager
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\enemy_eredin.w2ent;enemy eredin
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\enemy_imlerith.w2ent;enemy imlerith
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_1handed_axe_hard.w2ent;enemy 1handed axe hard
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_1handed_axe.w2ent;enemy 1handed axe
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_1handed_club_hard.w2ent;enemy 1handed club hard
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_1handed_club.w2ent;enemy 1handed club
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_2handed_axe.w2ent;enemy 2handed axe
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_2handed_halberd.w2ent;enemy 2handed halberd
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_2handed_hammer_easy.w2ent;enemy 2handed hammer easy
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_2handed_spear.w2ent;enemy 2handed spear
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_2handed_sword.w2ent;enemy 2handed sword
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_bow_hard.w2ent;enemy bow hard
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_bow.w2ent;enemy bow
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_crossbow.w2ent;enemy crossbow
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_dwarf_fists.w2ent;enemy dwarf fists
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_dwarf_shortsword.w2ent;enemy dwarf shortsword
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_fists_easy.w2ent;enemy fists easy
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_fists_hard.w2ent;enemy fists hard
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_fists_medium.w2ent;enemy fists medium
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_rider.w2ent;enemy rider
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_shield_axe_easy.w2ent;enemy shield axe easy
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_shield_easy.w2ent;enemy shield easy
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_shield_hard.w2ent;enemy shield hard
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_shield_mace_easy.w2ent;enemy shield mace easy
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_shortsword_easy.w2ent;enemy shortsword easy
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_shortsword_hard.w2ent;enemy shortsword hard
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_shortsword_normal.w2ent;enemy shortsword normal
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_shortsword_super_hard.w2ent;enemy shortsword super hard
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_shovel_test.w2ent;enemy shovel test
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_sorceress.w2ent;enemy sorceress
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_succubus.w2ent;enemy succubus
;vanilla-misc;enemy templates;;gameplay\templates\characters\npcs\test_enemies\enemy_witcher.w2ent;enemy witcher
;vanilla-misc;enemy templates;;living_world\enemy_templates\baron_renegade_2h_axe.w2ent;baron renegade 2h axe
;vanilla-misc;enemy templates;;living_world\enemy_templates\baron_renegade_axe.w2ent;baron renegade axe
;vanilla-misc;enemy templates;;living_world\enemy_templates\baron_renegade_blunt.w2ent;baron renegade blunt
;vanilla-misc;enemy templates;;living_world\enemy_templates\baron_renegade_boss.w2ent;baron renegade boss
;vanilla-misc;enemy templates;;living_world\enemy_templates\baron_renegade_bow.w2ent;baron renegade bow
;vanilla-misc;enemy templates;;living_world\enemy_templates\baron_renegade_crossbow.w2ent;baron renegade crossbow
;vanilla-misc;enemy templates;;living_world\enemy_templates\baron_renegade_shield.w2ent;baron renegade shield
;vanilla-misc;enemy templates;;living_world\enemy_templates\baron_renegade_sword_hard.w2ent;baron renegade sword hard
;vanilla-misc;enemy templates;;living_world\enemy_templates\baron_renegade_sword_normal.w2ent;baron renegade sword normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\lw_giggler_boss.w2ent;lw giggler boss
;vanilla-misc;enemy templates;;living_world\enemy_templates\lw_giggler_melee_spear.w2ent;lw giggler melee spear
;vanilla-misc;enemy templates;;living_world\enemy_templates\lw_giggler_melee.w2ent;lw giggler melee
;vanilla-misc;enemy templates;;living_world\enemy_templates\lw_giggler_ranged.w2ent;lw giggler ranged
;vanilla-misc;enemy templates;;living_world\enemy_templates\nilfgaardian_deserter_bow.w2ent;nilfgaardian deserter bow
;vanilla-misc;enemy templates;;living_world\enemy_templates\nilfgaardian_deserter_shield.w2ent;nilfgaardian deserter shield
;vanilla-misc;enemy templates;;living_world\enemy_templates\nilfgaardian_deserter_sword_hard.w2ent;nilfgaardian deserter sword hard
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_deserters_axe_normal.w2ent;nml deserters axe normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_deserters_bow.w2ent;nml deserters bow
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_deserters_sword_easy.w2ent;nml deserters sword easy
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_pirates_axe_normal.w2ent;nml pirates axe normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_pirates_blunt.w2ent;nml pirates blunt
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_pirates_boss.w2ent;nml pirates boss
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_pirates_bow.w2ent;nml pirates bow
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_pirates_crossbow.w2ent;nml pirates crossbow
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_pirates_sword_easy.w2ent;nml pirates sword easy
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_pirates_sword_hard.w2ent;nml pirates sword hard
;vanilla-misc;enemy templates;;living_world\enemy_templates\nml_pirates_sword_normal.w2ent;nml pirates sword normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_1haxe.w2ent;novigrad bandit 1haxe
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_1hblunt.w2ent;novigrad bandit 1hblunt
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_1hmace.w2ent;novigrad bandit 1hmace
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_axe2h.w2ent;novigrad bandit axe2h
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_leader_axe2h.w2ent;novigrad bandit leader axe2h
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_leader_swordshield.w2ent;novigrad bandit leader swordshield
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_ranged_turret.w2ent;novigrad bandit ranged turret
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_ranged.w2ent;novigrad bandit ranged
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_shield_1haxe.w2ent;novigrad bandit shield 1haxe
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_shield_1hclub.w2ent;novigrad bandit shield 1hclub
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_spear.w2ent;novigrad bandit spear
;vanilla-misc;enemy templates;;living_world\enemy_templates\novigrad_bandit_sword.w2ent;novigrad bandit sword
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_axe1h_hard.w2ent;skellige bandit axe1h hard
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_axe1h_normal.w2ent;skellige bandit axe1h normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_axe2h.w2ent;skellige bandit axe2h
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_blunt_hard.w2ent;skellige bandit blunt hard
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_blunt_normal.w2ent;skellige bandit blunt normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_bow.w2ent;skellige bandit bow
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_crossbow.w2ent;skellige bandit crossbow
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_hammer2h.w2ent;skellige bandit hammer2h
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_shield_axe1h_normal.w2ent;skellige bandit shield axe1h normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_shield_mace1h_normal.w2ent;skellige bandit shield mace1h normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_sword_easy.w2ent;skellige bandit sword easy
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_sword_hard.w2ent;skellige bandit sword hard
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_bandit_sword_normal.w2ent;skellige bandit sword normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_axe1h_hard.w2ent;skellige pirate axe1h hard
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_axe1h_normal.w2ent;skellige pirate axe1h normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_axe2h.w2ent;skellige pirate axe2h
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_blunt_hard.w2ent;skellige pirate blunt hard
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_blunt_normal.w2ent;skellige pirate blunt normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_bow.w2ent;skellige pirate bow
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_crossbow.w2ent;skellige pirate crossbow
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_hammer2h.w2ent;skellige pirate hammer2h
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_leader_swordshield.w2ent;skellige pirate leader swordshield
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_sword_easy.w2ent;skellige pirate sword easy
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_sword_hard.w2ent;skellige pirate sword hard
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_sword_normal.w2ent;skellige pirate sword normal
;vanilla-misc;enemy templates;;living_world\enemy_templates\skellige_pirate_swordshield.w2ent;skellige pirate swordshield
;vanilla-misc;enemy templates;;living_world\enemy_templates\slaver_2h_axe.w2ent;slaver 2h axe
;vanilla-misc;enemy templates;;living_world\enemy_templates\slaver_blunt.w2ent;slaver blunt
;vanilla-misc;enemy templates;;living_world\enemy_templates\slaver_sword_easy.w2ent;slaver sword easy
;vanilla-misc;enemy templates;;living_world\enemy_templates\wraith_lvl1_prologue_cement.w2ent;wraith lvl1 prologue cement
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_nomansland_armor.w2ent;shop generic merchant nomansland armor
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_nomansland_herbalist.w2ent;shop generic merchant nomansland herbalist
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_nomansland_innkeeper.w2ent;shop generic merchant nomansland innkeeper
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_nomansland_merchant_wandering.w2ent;shop generic merchant nomansland merchant wandering
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_nomansland_merchant.w2ent;shop generic merchant nomansland merchant
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_nomansland_weapons.w2ent;shop generic merchant nomansland weapons
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_novigrad_armor.w2ent;shop generic merchant novigrad armor
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_novigrad_bottles.w2ent;shop generic merchant novigrad bottles
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_novigrad_herbalist.w2ent;shop generic merchant novigrad herbalist
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_novigrad_merchant_antiques.w2ent;shop generic merchant novigrad merchant antiques
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_novigrad_merchant_books.w2ent;shop generic merchant novigrad merchant books
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_novigrad_merchant_fish.w2ent;shop generic merchant novigrad merchant fish
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_novigrad_merchant.w2ent;shop generic merchant novigrad merchant
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_novigrad_weapons.w2ent;shop generic merchant novigrad weapons
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_skellige_armor.w2ent;shop generic merchant skellige armor
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_skellige_herbalist.w2ent;shop generic merchant skellige herbalist
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_skellige_merchant_wandering.w2ent;shop generic merchant skellige merchant wandering
;vanilla-misc;generic merchants;;living_world\dialogue\generic_merchants\entities\shop_generic_merchant_skellige_merchant.w2ent;shop generic merchant skellige merchant
;vanilla-misc;monster templates;;gameplay\templates\monsters\alghoul_lvl3a.w2ent;alghoul lvl3a
;vanilla-misc;monster templates;;gameplay\templates\monsters\alghoul_lvl9_nestboss.w2ent;alghoul lvl9 nestboss
;vanilla-misc;monster templates;;gameplay\templates\monsters\arachas_lvl2__armoreda.w2ent;arachas lvl2 armoreda
;vanilla-misc;monster templates;;gameplay\templates\monsters\arachas_lvl3__poison.w2ent;arachas lvl3 poison
;vanilla-misc;monster templates;;gameplay\templates\monsters\basilisk_lvl1a.w2ent;basilisk lvl1a
;vanilla-misc;monster templates;;gameplay\templates\monsters\bies_lvl2a.w2ent;bies lvl2a
;vanilla-misc;monster templates;;gameplay\templates\monsters\cyclop_lvl1a.w2ent;cyclop lvl1a
;vanilla-misc;monster templates;;gameplay\templates\monsters\drowner_lvl1_lvl3.w2ent;drowner lvl1 lvl3
;vanilla-misc;monster templates;;gameplay\templates\monsters\drowner_lvl15__dead.w2ent;drowner lvl15 dead
;vanilla-misc;monster templates;;gameplay\templates\monsters\drowner_lvl17.w2ent;drowner lvl17
;vanilla-misc;monster templates;;gameplay\templates\monsters\drowner_lvl4__dead_level9_bosek.w2ent;drowner lvl4 dead level9 bosek
;vanilla-misc;monster templates;;gameplay\templates\monsters\drowner_lvl4__dead.w2ent;drowner lvl4 dead
;vanilla-misc;monster templates;;gameplay\templates\monsters\drowner_lvl4_nestboss.w2ent;drowner lvl4 nestboss
;vanilla-misc;monster templates;;gameplay\templates\monsters\drowner_lvl9_nestboss.w2ent;drowner lvl9 nestboss
