file;cat1;cat2;cat3;id;caption;frames
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest26;D StandAgressive02  dialog gest26;33
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest27r;D StandAgressive02  dialog gest27r;40
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest30r;D StandAgressive02  dialog gest30r;101
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest31r;D StandAgressive02  dialog gest31r;57
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest32;D StandAgressive02  dialog gest32;47
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest33;D StandAgressive02  dialog gest33;51
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest33r;D StandAgressive02  dialog gest33r;38
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest34r;D StandAgressive02  dialog gest34r;57
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest35r;D StandAgressive02  dialog gest35r;43
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest36l;D StandAgressive02  dialog gest36l;40
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest37;D StandAgressive02  dialog gest37;54
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest38l;D StandAgressive02  dialog gest38l;122
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest39;D StandAgressive02  dialog gest39;34
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest40;D StandAgressive02  dialog gest40;102
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest41;D StandAgressive02  dialog gest41;91
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest42r;D StandAgressive02  dialog gest42r;69
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest43r;D StandAgressive02  dialog gest43r;91
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest44l;D StandAgressive02  dialog gest44l;83
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest45;D StandAgressive02  dialog gest45;64
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest46;D StandAgressive02  dialog gest46;29
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest50;D StandAgressive02  dialog gest50;114
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02__dialog_gest51;D StandAgressive02  dialog gest51;95
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_idle01_listening;D StandAgressive02 idle01 listening;150
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_idle01_talking;D StandAgressive02 idle01 talking;150
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_idle02_listening;D StandAgressive02 idle02 listening;145
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_idle02_talking;D StandAgressive02 idle02 talking;150
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_idle03_talking;D StandAgressive02 idle03 talking;130
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_idle04_talking;D StandAgressive02 idle04 talking;155
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_idle05_talking;D StandAgressive02 idle05 talking;105
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_idle06_talking;D StandAgressive02 idle06 talking;154
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_idle07_talking;D StandAgressive02 idle07 talking;180
characters\templates\interaction\dialog\d_stand_dwarf_agressive.w2anims;templates;interaction;d_stand_dwarf_agressive;D_StandAgressive02_to_01;D StandAgressive02 to 01;19
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Intimidiate_Idle;D Stand Intimidiate Idle;66
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Intimidiate_Start;D Stand Intimidiate Start;19
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Intimidiate_Stop;D Stand Intimidiate Stop;30
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Intimidiate_hit;D Stand Intimidiate hit;30
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Intimidiated_hit;D Stand Intimidiated hit;30
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Intimidiated_idle;D Stand Intimidiated idle;66
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Intimidiated_start;D Stand Intimidiated start;19
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Intimidiated_stop;D Stand Intimidiated stop;30
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Mesmerize_idle;D Stand Mesmerize idle;72
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Mesmerize_start;D Stand Mesmerize start;53
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Mesmerize_stop;D Stand Mesmerize stop;25
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Mesmerized_idle;D Stand Mesmerized idle;72
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Mesmerized_start;D Stand Mesmerized start;53
characters\templates\interaction\dialog\d_stand_intimidiate.w2anims;templates;interaction;d_stand_intimidiate;D_Stand_Mesmerized_stop;D Stand Mesmerized stop;25
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest01l;D StandAssured01  dialog gest01l;100
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest01r;D StandAssured01  dialog gest01r;100
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest02;D StandAssured01  dialog gest02;81
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest02l;D StandAssured01  dialog gest02l;90
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest02r;D StandAssured01  dialog gest02r;90
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest03;D StandAssured01  dialog gest03;27
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest03l;D StandAssured01  dialog gest03l;30
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest03r;D StandAssured01  dialog gest03r;30
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest04l;D StandAssured01  dialog gest04l;47
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest04r;D StandAssured01  dialog gest04r;47
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest07l;D StandAssured01  dialog gest07l;49
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest07r;D StandAssured01  dialog gest07r;49
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest08;D StandAssured01  dialog gest08;54
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest08l;D StandAssured01  dialog gest08l;54
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest08r;D StandAssured01  dialog gest08r;54
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest20;D StandAssured01  dialog gest20;109
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest20r;D StandAssured01  dialog gest20r;136
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest21l;D StandAssured01  dialog gest21l;112
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest22;D StandAssured01  dialog gest22;84
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest23r;D StandAssured01  dialog gest23r;58
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest24;D StandAssured01  dialog gest24;49
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest25l;D StandAssured01  dialog gest25l;129
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest26l;D StandAssured01  dialog gest26l;65
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest27l;D StandAssured01  dialog gest27l;75
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest28l;D StandAssured01  dialog gest28l;52
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest29;D StandAssured01  dialog gest29;38
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest30l;D StandAssured01  dialog gest30l;37
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest40r;D StandAssured01  dialog gest40r;64
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest41r;D StandAssured01  dialog gest41r;76
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest42r;D StandAssured01  dialog gest42r;122
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest43r;D StandAssured01  dialog gest43r;54
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest44r;D StandAssured01  dialog gest44r;97
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01__dialog_gest45r;D StandAssured01  dialog gest45r;115
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_idle01_listening;D StandAssured01 idle01 listening;150
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_idle01_talking;D StandAssured01 idle01 talking;150
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_idle02_listening;D StandAssured01 idle02 listening;145
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_idle02_talking;D StandAssured01 idle02 talking;150
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_idle03_talking;D StandAssured01 idle03 talking;130
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_idle04_talking;D StandAssured01 idle04 talking;155
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_idle05_talking;D StandAssured01 idle05 talking;105
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_idle06_talking;D StandAssured01 idle06 talking;154
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_idle07_talking;D StandAssured01 idle07 talking;180
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured01_to_02;D StandAssured01 to 02;37
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest01l;D StandAssured02  dialog gest01l;100
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest01r;D StandAssured02  dialog gest01r;100
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest02;D StandAssured02  dialog gest02;81
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest02l;D StandAssured02  dialog gest02l;90
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest02r;D StandAssured02  dialog gest02r;90
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest03;D StandAssured02  dialog gest03;27
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest03l;D StandAssured02  dialog gest03l;30
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest03r;D StandAssured02  dialog gest03r;30
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest04l;D StandAssured02  dialog gest04l;47
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest04r;D StandAssured02  dialog gest04r;47
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest07l;D StandAssured02  dialog gest07l;49
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest07r;D StandAssured02  dialog gest07r;49
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest08;D StandAssured02  dialog gest08;54
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest08l;D StandAssured02  dialog gest08l;54
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest08r;D StandAssured02  dialog gest08r;54
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest20;D StandAssured02  dialog gest20;109
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest20r;D StandAssured02  dialog gest20r;136
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest21l;D StandAssured02  dialog gest21l;112
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest22;D StandAssured02  dialog gest22;84
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest23r;D StandAssured02  dialog gest23r;58
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest24;D StandAssured02  dialog gest24;49
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest25l;D StandAssured02  dialog gest25l;129
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest26l;D StandAssured02  dialog gest26l;80
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest27l;D StandAssured02  dialog gest27l;75
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest28l;D StandAssured02  dialog gest28l;52
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest29;D StandAssured02  dialog gest29;38
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest30l;D StandAssured02  dialog gest30l;37
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest40r;D StandAssured02  dialog gest40r;64
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest41r;D StandAssured02  dialog gest41r;76
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest42r;D StandAssured02  dialog gest42r;122
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest43r;D StandAssured02  dialog gest43r;54
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest44r;D StandAssured02  dialog gest44r;97
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02__dialog_gest45r;D StandAssured02  dialog gest45r;115
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_idle01_listening;D StandAssured02 idle01 listening;150
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_idle01_talking;D StandAssured02 idle01 talking;150
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_idle02_listening;D StandAssured02 idle02 listening;145
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_idle02_talking;D StandAssured02 idle02 talking;150
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_idle03_talking;D StandAssured02 idle03 talking;130
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_idle04_talking;D StandAssured02 idle04 talking;155
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_idle05_talking;D StandAssured02 idle05 talking;105
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_idle06_talking;D StandAssured02 idle06 talking;154
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_idle07_talking;D StandAssured02 idle07 talking;180
characters\templates\interaction\dialog\d_stand_woman_assured.w2anims;templates;interaction;d_stand_woman_assured;D_StandAssured02_to_01;D StandAssured02 to 01;37
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_Outro_ad1;Iorweth01 Outro ad1;114
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_Outro_ad2;Iorweth01 Outro ad2;103
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_gest01;Iorweth01 gest01;55
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_gest02;Iorweth01 gest02;155
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_gest_03_ad1;Iorweth01 gest 03 ad1;75
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_gest_04_ad1;Iorweth01 gest 04 ad1;186
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_gest_05_ad1;Iorweth01 gest 05 ad1;193
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_gest_06_ad2;Iorweth01 gest 06 ad2;107
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_gest_07_ad2;Iorweth01 gest 07 ad2;195
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_gest_08_ad2;Iorweth01 gest 08 ad2;80
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_idle01;Iorweth01 idle01;400
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth01_idle02_ad2;Iorweth01 idle02 ad2;266
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_iorweth.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_iorweth;Iorweth_Intro;Iorweth Intro;373
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche01_Outro_ad1;Roche01 Outro ad1;180
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche01_Outro_ad2;Roche01 Outro ad2;165
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche01_gest01;Roche01 gest01;77
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche01_gest02;Roche01 gest02;140
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche01_gest03_ad1;Roche01 gest03 ad1;125
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche01_gest04_ad2;Roche01 gest04 ad2;155
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche01_idle01;Roche01 idle01;507
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche01_idle02_ad1;Roche01 idle02 ad1;407
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche01_idle03_ad2;Roche01 idle03 ad2;275
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_roche.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_roche;Roche_Intro;Roche Intro;373
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_triss.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_triss;Triss01_Outro_spell_ad2;Triss01 Outro spell ad2;222
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_triss.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_triss;Triss01_gest_01_bolt_ad2;Triss01 gest 01 bolt ad2;80
characters\templates\interaction\dialog\custom_dialog\iorweth_cliff_dialog\iorweth_cliff_triss.w2anims;templates;iorweth_cliff_dialog;iorweth_cliff_triss;Triss01_gest_02_ad2;Triss01 gest 02 ad2;60
