;CAT1;CAT2;CAT3;ID;Caption
;vanilla-decorations;boxes;;environment\decorations\decoration_sets\boxes\decoration_set_painter_box_a.w2ent;decoration set painter box a
;vanilla-decorations;candles;;environment\decorations\blockout_assets\ba_interior\candle_medium_burning.w2ent;candle medium burning
;vanilla-decorations;candles;;environment\decorations\blockout_assets\ba_interior\candle_melted_burning.w2ent;candle melted burning
;vanilla-decorations;candles;;environment\decorations\blockout_assets\ba_interior\candle_tall_burning.w2ent;candle tall burning
;vanilla-decorations;candles;;environment\decorations\blockout_assets\ba_interior\candleholder.w2ent;candleholder
;vanilla-decorations;clothes;;environment\decorations\clothes\armor1_sets_stand.w2ent;armor1 sets stand
;vanilla-decorations;clothes;;environment\decorations\clothes\armor2_sets_stand.w2ent;armor2 sets stand
;vanilla-decorations;clothes;;environment\decorations\clothes\armor3_sets_stand.w2ent;armor3 sets stand
;vanilla-decorations;clothes;;environment\decorations\clothes\decoration_clothes_man_2.w2ent;decoration clothes man 2
;vanilla-decorations;clothes;;environment\decorations\clothes\decoration_clothes_woman.w2ent;decoration clothes woman
;vanilla-decorations;clothes;;environment\decorations\clothes\pile_of_nml_clothes.w2ent;pile of nml clothes
;vanilla-decorations;containers;bags;environment\decorations\containers\bags\bundle_px.w2ent;bundle px
;vanilla-decorations;containers;bags;environment\decorations\containers\bags\bundle_snow_px.w2ent;bundle snow px
;vanilla-decorations;containers;bags;environment\decorations\containers\bags\sack_grain_px.w2ent;sack grain px
;vanilla-decorations;containers;bags;environment\decorations\containers\bags\sack_px.w2ent;sack px
;vanilla-decorations;containers;barrels;environment\decorations\containers\barrel\barrel_broken_a_px.w2ent;barrel broken a px
;vanilla-decorations;containers;barrels;environment\decorations\containers\barrel\barrel_broken_b_px.w2ent;barrel broken b px
;vanilla-decorations;containers;barrels;environment\decorations\containers\barrel\barrel_broken_c_px.w2ent;barrel broken c px
;vanilla-decorations;containers;barrels;environment\decorations\containers\barrel\barrel_broken_d_px.w2ent;barrel broken d px
;vanilla-decorations;containers;barrels;environment\decorations\containers\barrel\barrel_broken_e_px.w2ent;barrel broken e px
;vanilla-decorations;containers;barrels;environment\decorations\containers\barrel\barrel_covered.w2ent;barrel covered
;vanilla-decorations;containers;barrels;environment\decorations\containers\barrel\floating_barrel_with_contraband_long_rope.w2ent;floating barrel with contraband long rope
;vanilla-decorations;containers;barrels;environment\decorations\containers\barrel\floating_barrel_with_contraband.w2ent;floating barrel with contraband
;vanilla-decorations;containers;chests;environment\decorations\containers\chests\detailed_chest\detailed_chest.w2ent;detailed chest
;vanilla-decorations;containers;chests;environment\decorations\containers\chests\ironbound_chest\ironbound_chest.w2ent;ironbound chest
;vanilla-decorations;containers;chests;environment\decorations\containers\chests\old_chest\old_chest.w2ent;old chest
;vanilla-decorations;containers;chests;environment\decorations\containers\chests\small_round_chest\small_round_chest_halfsized_px.w2ent;small round chest halfsized px
;vanilla-decorations;containers;chests;environment\decorations\containers\wooden_chest_wide\wooden_chest_wide.w2ent;wooden chest wide
;vanilla-decorations;containers;chests;environment\decorations\containers\wooden_chest\wooden_chest_entity.w2ent;wooden chest entity
;vanilla-decorations;containers;crates;environment\decorations\containers\crate\crate_cloth_px.w2ent;crate cloth px
;vanilla-decorations;containers;crates;environment\decorations\containers\crate\crate_destructible_px.w2ent;crate destructible px
;vanilla-decorations;containers;cupboards;environment\decorations\containers\cupboards\big_decorative_cupboard\big_decorative_cupboard.w2ent;big decorative cupboard
;vanilla-decorations;containers;cupboards;environment\decorations\containers\cupboards\medium_decorative_cupboard\medium_decorative_cupboard_dangling_doors.w2ent;medium decorative cupboard dangling doors
;vanilla-decorations;containers;cupboards;environment\decorations\containers\cupboards\medium_decorative_cupboard\medium_decorative_cupboard.w2ent;medium decorative cupboard
;vanilla-decorations;containers;cupboards;environment\decorations\containers\cupboards\medium_simple_cupboard\medium_simple_cupboard.w2ent;medium simple cupboard
;vanilla-decorations;containers;cupboards;environment\decorations\containers\cupboards\small_simple_cupboard\small_simple_cupboard.w2ent;small simple cupboard
;vanilla-decorations;containers;tables;environment\decorations\containers\dressers\simple_dresser\simple_dresser_table.w2ent;simple dresser table
;vanilla-decorations;corpses;;environment\decorations\corpses\armor_pieces\leg_bones01.w2ent;leg bones01
;vanilla-decorations;corpses;;environment\decorations\corpses\pile_of_bodies\pile_of_bodies.w2ent;pile of bodies
;vanilla-decorations;corpses;;environment\decorations\corpses\prisoner_man\prisoner_body_hanging_dangling.w2ent;prisoner body hanging dangling
;vanilla-decorations;corpses;;environment\decorations\corpses\skeleton\skeleton_laying_big.w2ent;skeleton laying big
;vanilla-decorations;corpses;;environment\decorations\corpses\skeleton\skeleton_laying_group.w2ent;skeleton laying group
;vanilla-decorations;corpses;;environment\decorations\corpses\skeleton\skeleton_laying_medium.w2ent;skeleton laying medium
;vanilla-decorations;debris;;environment\decorations\debris\ash_pile.w2ent;ash pile
;vanilla-decorations;exterior;;environment\decorations\exterior\cartbrok\cartbrok.w2ent;cartbrok
;vanilla-decorations;exterior;;environment\decorations\exterior\chopped_wood_low_wall_medium.w2ent;chopped wood low wall medium
;vanilla-decorations;exterior;;environment\decorations\exterior\chopped_wood_low_wall.w2ent;chopped wood low wall
;vanilla-decorations;exterior;;environment\decorations\exterior\chopped_wood_pile_px.w2ent;chopped wood pile px
;vanilla-decorations;exterior;;environment\decorations\exterior\firewood\brushwood_empty.w2ent;brushwood empty
;vanilla-decorations;exterior;;environment\decorations\exterior\firewood\brushwood_full.w2ent;brushwood full
;vanilla-decorations;exterior;;environment\decorations\exterior\logpile_1_px.w2ent;logpile 1 px
;vanilla-decorations;exterior;;environment\decorations\exterior\swing\swing.w2ent;swing
;vanilla-decorations;exterior;;environment\decorations\exterior\woodcutting_log_px.w2ent;woodcutting log px
;vanilla-decorations;flags;;environment\decorations\flags\common\banner_flag_big.w2ent;banner flag big
;vanilla-decorations;flags;;environment\decorations\flags\common\banner_flag.w2ent;banner flag
;vanilla-decorations;flags;;environment\decorations\flags\common\flag_racing_c.w2ent;flag racing c
;vanilla-decorations;flags;;environment\decorations\flags\common\generic_old_tall_flag.w2ent;generic old tall flag
;vanilla-decorations;flags;;environment\decorations\flags\common\generic_red_tall_flag.w2ent;generic red tall flag
;vanilla-decorations;flags;;environment\decorations\flags\redania\oxenfurt\oxenfurt_flag_long_nopole.w2ent;oxenfurt flag long nopole
;vanilla-decorations;flowers;;environment\decorations\flower_decorations\px\flower_deco_a_px.w2ent;flower deco a px
;vanilla-decorations;flowers;;environment\decorations\flower_decorations\px\flower_deco_b_px.w2ent;flower deco b px
;vanilla-decorations;flowers;;environment\decorations\flower_decorations\px\flower_deco_c.w2ent;flower deco c
;vanilla-decorations;food;dried fruit;environment\decorations\food\dried_food\hanging_garlic_a.w2ent;hanging garlic a
;vanilla-decorations;food;dried fruit;environment\decorations\food\dried_food\hanging_garlic_b_dangling.w2ent;hanging garlic b dangling
;vanilla-decorations;food;dried fruit;environment\decorations\food\dried_food\hanging_mushrooms.w2ent;hanging mushrooms
;vanilla-decorations;food;dried fruit;environment\decorations\food\dried_food\hanging_sausages_a.w2ent;hanging sausages a
;vanilla-decorations;food;dried fruit;environment\decorations\food\dried_food\hanging_sausages_b.w2ent;hanging sausages b
;vanilla-decorations;food;herbs;environment\decorations\food\herbs\hanging_herbs_a_px.w2ent;hanging herbs a px
;vanilla-decorations;food;herbs;environment\decorations\food\herbs\hanging_herbs_b_px.w2ent;hanging herbs b px
;vanilla-decorations;food;herbs;environment\decorations\food\herbs\jug_herbs_closed_px.w2ent;jug herbs closed px
;vanilla-decorations;food;herbs;environment\decorations\food\herbs\jug_herbs_px.w2ent;jug herbs px
;vanilla-decorations;food;herbs;environment\decorations\food\herbs\jug_large.w2ent;jug large
;vanilla-decorations;food;meat;environment\decorations\food\hanging_meat\meat_hanging_leg.w2ent;meat hanging leg
;vanilla-decorations;food;meat;environment\decorations\food\hanging_meat\meat_hanging_ribs.w2ent;meat hanging ribs
;vanilla-decorations;food;meat;environment\decorations\food\hanging_meat\meat_hanging_thigh.w2ent;meat hanging thigh
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_stick_a.w2ent;witches cookie stick a
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_stick_b.w2ent;witches cookie stick b
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_stick_c.w2ent;witches cookie stick c
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_string_a_entity.w2ent;witches cookie string a entity
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_string_a.w2ent;witches cookie string a
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_string_b_entity.w2ent;witches cookie string b entity
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_string_b.w2ent;witches cookie string b
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_strings_stick_a.w2ent;witches cookie strings stick a
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_strings_stick_b.w2ent;witches cookie strings stick b
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_cookie_strings_stick_c.w2ent;witches cookie strings stick c
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_meat_string_a_entity.w2ent;witches meat string a entity
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_meat_string_b_entity.w2ent;witches meat string b entity
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_meat_strings_stick_a.w2ent;witches meat strings stick a
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_meat_strings_stick_b.w2ent;witches meat strings stick b
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\dangle\witches_meat_strings_stick_c.w2ent;witches meat strings stick c
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\meaty_appearance\witch_cookie_meaty_a.w2ent;witch cookie meaty a
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\meaty_appearance\witch_cookie_meaty_b.w2ent;witch cookie meaty b
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\meaty_appearance\witch_cookie_meaty_c.w2ent;witch cookie meaty c
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\meaty_appearance\witch_cookie_meaty_d.w2ent;witch cookie meaty d
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_a.w2ent;witch cookie a
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_b.w2ent;witch cookie b
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_c.w2ent;witch cookie c
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_d.w2ent;witch cookie d
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_e.w2ent;witch cookie e
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_f.w2ent;witch cookie f
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_g.w2ent;witch cookie g
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_h.w2ent;witch cookie h
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_i.w2ent;witch cookie i
;vanilla-decorations;food;witch cookies;environment\decorations\food\witch_cookies\witch_cookie_j.w2ent;witch cookie j
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_drink_tray_a.w2ent;decoration set drink tray a
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_drink_tray_b.w2ent;decoration set drink tray b
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_drink_tray_c.w2ent;decoration set drink tray c
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_block_b.w2ent;decoration set food block b
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_block_d.w2ent;decoration set food block d
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_bowl_a.w2ent;decoration set food bowl a
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_bowl_b.w2ent;decoration set food bowl b
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_bowl_c.w2ent;decoration set food bowl c
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_bowl_d.w2ent;decoration set food bowl d
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_bread_basket_a.w2ent;decoration set food bread basket a
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_plate_a.w2ent;decoration set food plate a
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_plate_b.w2ent;decoration set food plate b
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_plate_d.w2ent;decoration set food plate d
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_platter_f.w2ent;decoration set food platter f
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_platter_g.w2ent;decoration set food platter g
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_platter_j.w2ent;decoration set food platter j
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_platter_k.w2ent;decoration set food platter k
;vanilla-decorations;food;;environment\decorations\decoration_sets\food\decoration_set_food_platter_l.w2ent;decoration set food platter l
;vanilla-decorations;food;;environment\decorations\food\apple\apple_px.w2ent;apple px
;vanilla-decorations;food;;environment\decorations\food\fish\fish_hanging.w2ent;fish hanging
;vanilla-decorations;food;;environment\decorations\food\fish\fish_small_px.w2ent;fish small px
;vanilla-decorations;food;;environment\decorations\food\grapes\grapes_px.w2ent;grapes px
;vanilla-decorations;food;;environment\decorations\food\grapes\grapes_red.w2ent;grapes red
;vanilla-decorations;food;;environment\decorations\food\troll_couldron\troll_cauldron.w2ent;troll cauldron
;vanilla-decorations;furniture;barons;environment\decorations\furniture\barons_manor\baron_chair_3_px.w2ent;baron chair 3 px
;vanilla-decorations;furniture;barons;environment\decorations\furniture\barons_manor\big_bottle_px.w2ent;big bottle px
;vanilla-decorations;furniture;barons;environment\decorations\furniture\barons_manor\wicker_basket_round_big_bottle_px.w2ent;wicker basket round big bottle px
;vanilla-decorations;furniture;barrel holder;environment\decorations\furniture\barrel_holders\barrel_rack_b_px.w2ent;barrel rack b px
;vanilla-decorations;furniture;barrel holder;environment\decorations\furniture\barrel_holders\barrel_rack_static_small.w2ent;barrel rack static small
;vanilla-decorations;furniture;barrel holder;environment\decorations\furniture\barrel_holders\barrel_rack_static.w2ent;barrel rack static
;vanilla-decorations;furniture;tables;environment\decorations\furniture\tables\nomans_land\aard_dust_1m_x_1m.w2ent;aard dust 1m x 1m
;vanilla-decorations;furniture;tables;environment\decorations\furniture\tables\nomans_land\table_dust.w2ent;table dust
;vanilla-decorations;furniture;tables;environment\decorations\furniture\tables\skellige\inn_tables\inn_bench_rough_px.w2ent;inn bench rough px
;vanilla-decorations;furniture;tables;environment\decorations\furniture\tables\witcher_table\witcher_table_closed.w2ent;witcher table closed
;vanilla-decorations;furniture;tables;environment\decorations\furniture\tables\witcher_table\witcher_table_open.w2ent;witcher table open
;vanilla-decorations;furniture;;environment\decorations\furniture\bookstands\rich_shelves\q301_wardrobe_px.w2ent;q301 wardrobe px
;vanilla-decorations;furniture;;environment\decorations\furniture\bookstands\rich_shelves\wardrobe_b_px.w2ent;wardrobe b px
;vanilla-decorations;furniture;;environment\decorations\furniture\hangars\tapestrys\tapestrys_px\tapestry_decorative_b.w2ent;tapestry decorative b
;vanilla-decorations;hay;;environment\decorations\decals\hay\hay_line_a_px.w2ent;hay line a px
;vanilla-decorations;hay;;environment\decorations\decals\hay\hay_line_b_px.w2ent;hay line b px
;vanilla-decorations;hay;;environment\decorations\decals\hay\hay_px.w2ent;hay px
;vanilla-decorations;herbs;;environment\decorations\blockout_assets\drying_herbs_line_cinematic.w2ent;drying herbs line cinematic
;vanilla-decorations;herbs;;environment\decorations\blockout_assets\drying_herbs_line.w2ent;drying herbs line
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\broken_thatched_houses\broken_thatched_big_a\decoration_set_broken_thatched_big_a_nonstatic.w2ent;decoration set broken thatched big a nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\broken_thatched_houses\broken_thatched_big_a\decoration_set_broken_thatched_big_a_static.w2ent;decoration set broken thatched big a static
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\broken_thatched_houses\broken_thatched_big_b\decoration_set_broken_thatched_big_b_nonstatic.w2ent;decoration set broken thatched big b nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\broken_thatched_houses\broken_thatched_big_b\decoration_set_broken_thatched_big_b_static.w2ent;decoration set broken thatched big b static
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\broken_thatched_houses\broken_thatched_small_a\decoration_set_broken_thatched_small_a_nonstatic.w2ent;decoration set broken thatched small a nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\broken_thatched_houses\broken_thatched_small_a\decoration_set_broken_thatched_small_a_static.w2ent;decoration set broken thatched small a static
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\kaer_trolde_houses\kaer_trolde_old_med_side_b\decoration_set_kaer_trolde_old_med_side_b_nonstatic.w2ent;decoration set kaer trolde old med side b nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\novigrad_village_houses\village_painted_white_e\decoration_set_village_painted_white_e_nonstatic.w2ent;decoration set village painted white e nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\novigrad_village_houses\village_painted_white_herbalist_a\decoration_set__village_painted_white_herbalist_a_nonstatic.w2ent;decoration set village painted white herbalist a nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_big_a\decoration_set_thatched_big_a_static.w2ent;decoration set thatched big a static
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_medium_a\decoration_set_thatched_medium_a_nonstatic.w2ent;decoration set thatched medium a nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_medium_a\decoration_set_thatched_medium_a_static.w2ent;decoration set thatched medium a static
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_medium_b\decoration_set_thatched_medium_b_nonstatic.w2ent;decoration set thatched medium b nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_medium_b\decoration_set_thatched_medium_b_static.w2ent;decoration set thatched medium b static
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_medium_c\decoration_set_thatched_medium_c_nonstatic.w2ent;decoration set thatched medium c nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_small_a\decoration_set_thatched_small_a_nonstatic.w2ent;decoration set thatched small a nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_small_a\decoration_set_thatched_small_a_static.w2ent;decoration set thatched small a static
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_small_b\decoration_set_thatched_small_b_nonstatic.w2ent;decoration set thatched small b nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_small_b\decoration_set_thatched_small_b_static.w2ent;decoration set thatched small b static
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_small_c\decoration_set_thatched_small_c_nonstatic.w2ent;decoration set thatched small c nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_small_c\decoration_set_thatched_small_c_static.w2ent;decoration set thatched small c static
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_small_corner_a\decoration_set_thatched_small_corner_a_nonstatic.w2ent;decoration set thatched small corner a nonstatic
;vanilla-decorations;houses;;environment\decorations\decoration_sets\houses\thatched_houses\decoration_set_thatched_small_corner_a\decoration_set_thatched_small_corner_a_static.w2ent;decoration set thatched small corner a static
;vanilla-decorations;housework;dishes;environment\decorations\housework\dishes\beer_mug\beer_mug_px.w2ent;beer mug px
;vanilla-decorations;housework;dishes;environment\decorations\housework\dishes\carafe\carafe.w2ent;carafe
;vanilla-decorations;housework;dishes;environment\decorations\housework\dishes\dishes_small\dish_small_pot_px.w2ent;dish small pot px
;vanilla-decorations;housework;dishes;environment\decorations\housework\dishes\money_pouch\money_pouch.w2ent;money pouch
;vanilla-decorations;housework;dishes;environment\decorations\housework\dishes\plates_with_coins\coin_pile_a.w2ent;coin pile a
;vanilla-decorations;housework;dishes;environment\decorations\housework\dishes\plates_with_coins\coin_pile_c.w2ent;coin pile c
;vanilla-decorations;housework;hunters items;environment\decorations\housework\hunters_items\brushwood_rope_px.w2ent;brushwood rope px
;vanilla-decorations;housework;hunters items;environment\decorations\housework\hunters_items\hanging_pot_big_dangling.w2ent;hanging pot big dangling
;vanilla-decorations;housework;hunters items;environment\decorations\housework\hunters_items\hanging_pot_small_dangling.w2ent;hanging pot small dangling
;vanilla-decorations;housework;hunters items;environment\decorations\housework\hunters_items\hunter_items_px\deer_hanging_px.w2ent;deer hanging px
;vanilla-decorations;housework;hunters items;environment\decorations\housework\hunters_items\hunter_items_px\rabbit_hanging_px.w2ent;rabbit hanging px
;vanilla-decorations;housework;hunters items;environment\decorations\housework\hunters_items\hunter_items_px\rabbits_double_heavy.w2ent;rabbits double heavy
;vanilla-decorations;housework;hunters items;environment\decorations\housework\hunters_items\pot_over_fire_dangling.w2ent;pot over fire dangling
;vanilla-decorations;housework;;environment\decorations\housework\books\book_decorative_px.w2ent;book decorative px
;vanilla-decorations;housework;;environment\decorations\housework\books\scroll_stack_px.w2ent;scroll stack px
;vanilla-decorations;housework;;environment\decorations\housework\bucket\wood_bucket_px.w2ent;wood bucket px
;vanilla-decorations;housework;;environment\decorations\housework\forge\ob_forge_px.w2ent;ob forge px
;vanilla-decorations;housework;;environment\decorations\housework\trough\trough_log_with_water.w2ent;trough log with water
;vanilla-decorations;housework;;environment\decorations\housework\washtubs\washtub_clothes_water.w2ent;washtub clothes water
;vanilla-decorations;housework;;environment\decorations\housework\washtubs\washtub_large_water.w2ent;washtub large water
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\bandit_corpses_01.w2ent;bandit corpses 01
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\bandit_corpses_02.w2ent;bandit corpses 02
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\bandit_corpses_03.w2ent;bandit corpses 03
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\bandit_corpses_04.w2ent;bandit corpses 04
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\bandit_corpses_05.w2ent;bandit corpses 05
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\bandit_corpses_06.w2ent;bandit corpses 06
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\bandit_corpses_07.w2ent;bandit corpses 07
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\bandit_corpses_08.w2ent;bandit corpses 08
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\bandit_corpses_09.w2ent;bandit corpses 09
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\model\bandit_corpses_01.w2ent;bandit corpses 01
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\model\bandit_corpses_02.w2ent;bandit corpses 02
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\model\bandit_corpses_03.w2ent;bandit corpses 03
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\model\bandit_corpses_04.w2ent;bandit corpses 04
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\model\bandit_corpses_05.w2ent;bandit corpses 05
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\model\bandit_corpses_06.w2ent;bandit corpses 06
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\model\bandit_corpses_07.w2ent;bandit corpses 07
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\model\bandit_corpses_08.w2ent;bandit corpses 08
;vanilla-decorations;human corpses;bandit;environment\decorations\corpses\human_corpses\bandit_corpses\model\bandit_corpses_09.w2ent;bandit corpses 09
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_01_beggar.w2ent;corpse 01 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_02_beggar.w2ent;corpse 02 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_03_beggar.w2ent;corpse 03 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_04_beggar.w2ent;corpse 04 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_05_beggar.w2ent;corpse 05 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_06_beggar.w2ent;corpse 06 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_07_beggar.w2ent;corpse 07 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_08_beggar.w2ent;corpse 08 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_09_beggar.w2ent;corpse 09 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\corpse_10_beggar.w2ent;corpse 10 beggar
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\model\beggar_corpse_01.w2ent;beggar corpse 01
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\model\beggar_corpse_02.w2ent;beggar corpse 02
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\model\beggar_corpse_03.w2ent;beggar corpse 03
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\model\beggar_corpse_04.w2ent;beggar corpse 04
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\model\beggar_corpse_05.w2ent;beggar corpse 05
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\model\beggar_corpse_06.w2ent;beggar corpse 06
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\model\beggar_corpse_07.w2ent;beggar corpse 07
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\model\beggar_corpse_08.w2ent;beggar corpse 08
;vanilla-decorations;human corpses;beggar;environment\decorations\corpses\human_corpses\beggars\model\beggar_corpse_09.w2ent;beggar corpse 09
