file;cat1;cat2;cat3;id;caption;frames
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_high_standing_determined_leaning_back_180;high standing determined to high standing determined leaning back 180;152
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_high_standing_determined_leaning_back2_180;high standing determined to high standing determined leaning back2 180;152
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_high_standing_determined2;high standing determined to high standing determined2;111
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_high_standing_eating_apple_determined;high standing determined to high standing eating apple determined;176
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_high_standing_happy;high standing determined to high standing happy;105
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_high_standing_leaning_back_determined;high standing determined to high standing leaning back determined;184
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_high_standing_leaning_determined;high standing determined to high standing leaning determined;155
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_high_standing_leaning2_determined;high standing determined to high standing leaning2 determined;86
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_high_standing_proud;high standing determined to high standing proud;118
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_low_sitting_happy;high standing determined to low sitting happy;140
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_to_low_standing_paralyzed;high standing determined to low standing paralyzed;87
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_turn_left90_to_high_kneeling_determined;high standing determined turn left90 to high kneeling determined;179
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_turn180_left;high standing determined turn180 left;115
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_turn180_left_to;high standing determined turn180 left to;115
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_turn180_right;high standing determined turn180 right;102
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_turn90_left;high standing determined turn90 left;90
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_turn90_left_to;high standing determined turn90 left to;90
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_turn90_right;high standing determined turn90 right;91
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_turn90_right_to;high standing determined turn90 right to;91
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_walk_forward_turn_around;high standing determined walk forward turn around;327
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_walk_left_to_high_sitting_leaning_determined;high standing determined walk left to high sitting leaning determined;250
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_walk_right_to_high_sitting_leaning_determined;high standing determined walk right to high sitting leaning determined;264
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_walk_to_high_sitting_determined;high standing determined walk to high sitting determined;266
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined_walk_up_to_high_sitting_determined;high standing determined walk up to high sitting determined;349
animations\man\dialogs\man_dialog_locomotion.w2anims;vanilla-man;dialog;high standing;high_standing_determined-run-start-back-l;high standing determined-run-start-back-l;46
animations\man\dialogs\man_dialog_locomotion.w2anims;vanilla-man;dialog;high standing;high_standing_determined-run-start-front-l;high standing determined-run-start-front-l;28
animations\man\dialogs\man_dialog_locomotion.w2anims;vanilla-man;dialog;high standing;high_standing_determined-run-start-left-l;high standing determined-run-start-left-l;61
animations\man\dialogs\man_dialog_locomotion.w2anims;vanilla-man;dialog;high standing;high_standing_determined-run-stop-back-l;high standing determined-run-stop-back-l;113
animations\man\dialogs\man_dialog_locomotion.w2anims;vanilla-man;dialog;high standing;high_standing_determined-run-stop-back-r;high standing determined-run-stop-back-r;115
animations\man\dialogs\man_dialog_locomotion.w2anims;vanilla-man;dialog;high standing;high_standing_determined-run-stop-front-l;high standing determined-run-stop-front-l;98
animations\man\dialogs\man_dialog_locomotion.w2anims;vanilla-man;dialog;high standing;high_standing_determined-run-stop-front-r;high standing determined-run-stop-front-r;160
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined2_idle;high standing determined2 idle;692
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_determined2_to_high_standing_determined;high standing determined2 to high standing determined;95
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_devastated_enter_back;high standing devastated enter back;210
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_devastated_enter_frontal;high standing devastated enter frontal;280
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_devastated_enter_leftside;high standing devastated enter leftside;241
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_devastated_enter_rightside;high standing devastated enter rightside;240
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_devastated_exit_back;high standing devastated exit back;272
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_devastated_exit_frontal;high standing devastated exit frontal;188
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_devastated_exit_leftside;high standing devastated exit leftside;228
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_devastated_idle;high standing devastated idle;500
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_devastated_to_high_standing_sad;high standing devastated to high standing sad;136
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_eating_apple_determined_gesture;high standing eating apple determined gesture;117
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_eating_apple_determined_idle;high standing eating apple determined idle;367
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_additive_fingers;high standing happy additive fingers;456
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_enter_back;high standing happy enter back;122
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_enter_frontal;high standing happy enter frontal;129
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_enter_left;high standing happy enter left;130
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_enter_leftside;high standing happy enter leftside;130
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_enter_right;high standing happy enter right;130
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_enter_rightside;high standing happy enter rightside;130
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_exit_back;high standing happy exit back;124
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_exit_frontal;high standing happy exit frontal;110
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_exit_left;high standing happy exit left;119
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_exit_leftside;high standing happy exit leftside;119
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_exit_right;high standing happy exit right;120
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_exit_rightside;high standing happy exit rightside;120
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_acknowledge;high standing happy gesture acknowledge;72
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_bow;high standing happy gesture bow;135
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_explain_01;high standing happy gesture explain 01;181
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_explain_02;high standing happy gesture explain 02;214
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_explain_03;high standing happy gesture explain 03;381
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_explain_04;high standing happy gesture explain 04;194
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_explain_05;high standing happy gesture explain 05;85
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_explain_06;high standing happy gesture explain 06;142
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_point_back;high standing happy gesture point back;153
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_point_forward;high standing happy gesture point forward;118
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_point_front;high standing happy gesture point front;126
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_point_left;high standing happy gesture point left;154
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_point_right;high standing happy gesture point right;135
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_question_01;high standing happy gesture question 01;175
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_question_02;high standing happy gesture question 02;182
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_question_03;high standing happy gesture question 03;219
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_raise_hands;high standing happy gesture raise hands;303
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_right_hand_1;high standing happy gesture right hand 1;125
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_right_hand_2;high standing happy gesture right hand 2;162
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_gesture_shrug;high standing happy gesture shrug;59
animations\man\dialogs\man_dialog_standing_coat.w2anims;vanilla-man;dialog;high standing;high_standing_happy_idle;high standing happy idle;456
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_idle;high standing happy idle;213
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_to_high_standing_determined;high standing happy to high standing determined;92
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_to_high_standing_proud;high standing happy to high standing proud;120
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_to_high_standing_sad;high standing happy to high standing sad;121
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_to_low_respectful_bow;high standing happy to low respectful bow;142
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_turn180_left;high standing happy turn180 left;97
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_turn180_right;high standing happy turn180 right;144
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_turn90_left;high standing happy turn90 left;95
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_happy_turn90_right;high standing happy turn90 right;100
animations\man\dialogs\man_dialog_lookats.w2anims;vanilla-man;dialog;high standing;high_standing_leaning_determined_body_lookat;high standing leaning determined body lookat;765
animations\man\dialogs\man_dialog_lookats.w2anims;vanilla-man;dialog;high standing;high_standing_leaning_determined_head_lookat;high standing leaning determined head lookat;765
animations\man\dialogs\man_dialog_lookats.w2anims;vanilla-man;dialog;high standing;high_standing_leaning_sad_body_lookat;high standing leaning sad body lookat;450
animations\man\dialogs\man_dialog_lookats.w2anims;vanilla-man;dialog;high standing;high_standing_leaning_sad_head_lookat;high standing leaning sad head lookat;450
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_plate_determined_gesture_feed_yennefer;high standing plate determined gesture feed yennefer;367
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_plate_determined_idle;high standing plate determined idle;529
animations\man\dialogs\man_dialog_additives.w2anims;vanilla-man;dialog;high standing;high_standing_proud_add_man_big_idle;high standing proud add man big idle;302
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_enter_back;high standing proud enter back;230
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_enter_back_gesture_welcome;high standing proud enter back gesture welcome;178
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_enter_frontal;high standing proud enter frontal;262
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_enter_frontal_gesture_welcome;high standing proud enter frontal gesture welcome;178
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_enter_leftside;high standing proud enter leftside;205
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_enter_rightside;high standing proud enter rightside;213
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_exit_back;high standing proud exit back;160
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_exit_frontal;high standing proud exit frontal;187
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_exit_frontal_handgesture;high standing proud exit frontal handgesture;124
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_exit_leftside;high standing proud exit leftside;149
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_exit_rightside;high standing proud exit rightside;133
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_annouce;high standing proud gesture annouce;117
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_bend_forward;high standing proud gesture bend forward;118
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_both_hands_1;high standing proud gesture both hands 1;118
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_chest_out;high standing proud gesture chest out;81
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_chuckle;high standing proud gesture chuckle;79
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_decline;high standing proud gesture decline;92
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_disbelief;high standing proud gesture disbelief;136
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_easy;high standing proud gesture easy;174
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_explain_01;high standing proud gesture explain 01;95
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_explain_02;high standing proud gesture explain 02;142
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_explain_03;high standing proud gesture explain 03;134
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_look_over_left;high standing proud gesture look over left;126
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_look_over_right;high standing proud gesture look over right;91
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_point_behind;high standing proud gesture point behind;125
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_pound_chest;high standing proud gesture pound chest;175
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_question_01;high standing proud gesture question 01;124
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_question_02;high standing proud gesture question 02;119
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_question_03;high standing proud gesture question 03;86
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_question_04;high standing proud gesture question 04;83
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_question_05;high standing proud gesture question 05;114
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_question_rhetorical;high standing proud gesture question rhetorical;138
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_right_hand_1;high standing proud gesture right hand 1;135
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_right_hand_2;high standing proud gesture right hand 2;121
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_right_hand_3;high standing proud gesture right hand 3;97
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_right_hand_4;high standing proud gesture right hand 4;85
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_right_hand_wave;high standing proud gesture right hand wave;106
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_show_right;high standing proud gesture show right;149
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_show_up;high standing proud gesture show up;106
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_spitforward;high standing proud gesture spitforward;71
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_there_will_be_blood;high standing proud gesture there will be blood;210
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_two_steps_right_backwards;high standing proud gesture two steps right backwards;171
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_weight_shift;high standing proud gesture weight shift;306
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_welcome;high standing proud gesture welcome;81
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_where_is_it;high standing proud gesture where is it;321
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_gesture_you;high standing proud gesture you;139
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_idle;high standing proud idle;302
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_one_step_back;high standing proud one step back;104
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_one_step_forward;high standing proud one step forward;97
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_one_step_left;high standing proud one step left;105
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_one_step_left_90;high standing proud one step left 90;101
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_one_step_right;high standing proud one step right;115
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_one_step_right_90;high standing proud one step right 90;116
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_shrug;high standing proud shrug;57
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_three_steps_back;high standing proud three steps back;136
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_three_steps_forward;high standing proud three steps forward;137
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_three_steps_left;high standing proud three steps left;147
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_three_steps_left_90;high standing proud three steps left 90;128
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_three_steps_right;high standing proud three steps right;145
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_three_steps_right_90;high standing proud three steps right 90;136
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_to_high_standing_aggressive;high standing proud to high standing aggressive;76
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_to_high_standing_determined;high standing proud to high standing determined;113
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_to_high_standing_leaning_sad;high standing proud to high standing leaning sad;81
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_to_high_standing_sad;high standing proud to high standing sad;100
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_turn180_left;high standing proud turn180 left;82
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_turn180_right;high standing proud turn180 right;85
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_turn90_left;high standing proud turn90 left;97
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_turn90_left;high standing proud turn90 left;77
animations\man\dialogs\man_dialog_standing_to_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_turn90_right;high standing proud turn90 right;82
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_turn90_right;high standing proud turn90 right;85
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_two_steps_back;high standing proud two steps back;111
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_two_steps_forward;high standing proud two steps forward;113
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_two_steps_left;high standing proud two steps left;111
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_two_steps_left_90;high standing proud two steps left 90;116
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_two_steps_right;high standing proud two steps right;127
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_two_steps_right_90;high standing proud two steps right 90;114
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_walk_back_and_back;high standing proud walk back and back;312
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_walk_forward_and_back;high standing proud walk forward and back;395
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_walk_left_and_back;high standing proud walk left and back;418
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_proud_walk_right_and_back;high standing proud walk right and back;433
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_enter_back;high standing sad enter back;338
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_enter_frontal;high standing sad enter frontal;273
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_enter_leftside;high standing sad enter leftside;323
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_enter_no_ear_frontal;high standing sad enter no ear frontal;273
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_enter_rightside;high standing sad enter rightside;279
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_exit_back;high standing sad exit back;338
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_exit_frontal;high standing sad exit frontal;273
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_exit_leftside;high standing sad exit leftside;279
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_exit_rightside;high standing sad exit rightside;323
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_ass_scratch;high standing sad gesture ass scratch;137
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_both_hands_1;high standing sad gesture both hands 1;105
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_both_hands_2;high standing sad gesture both hands 2;75
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_describing_1;high standing sad gesture describing 1;140
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_describing_2;high standing sad gesture describing 2;140
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_eureka;high standing sad gesture eureka;93
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_explain;high standing sad gesture explain;115
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_go_plough_yourself;high standing sad gesture go plough yourself;138
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_headscratch;high standing sad gesture headscratch;211
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_instruct;high standing sad gesture instruct;117
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_right_hand_1;high standing sad gesture right hand 1;75
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_sigh;high standing sad gesture sigh;95
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_weighing;high standing sad gesture weighing;125
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_gesture_whispering;high standing sad gesture whispering;236
animations\man\dialogs\man_dialog_standing.w2anims;vanilla-man;dialog;high standing;high_standing_sad_idle;high standing sad idle;210
