CAT1;CAT2;CAT3;ID;Caption;duration
geralt;group17;;582677;Leave him. Let's go.;1.792372
geralt;group17;;582689;Do what you want, Lambert. Your friend, your...;4.055909
geralt;group17;;582694;Huh, doubt it.;1.405732
geralt;group17;;582730;Yeah... Merchant traveling across Velen alone......;4.6847925
geralt;group17;;582735;Whoa, Cinderella! Or you'll have a great fal...;3.0721273
geralt;group17;;582752;So long, Lambert.;1.3175385
geralt;group17;;582759;They've already started.;1.3126717
geralt;group17;;582942;In that case, I'd appreciate it if you didn'...;4.1923566
geralt;group17;;583166;How was your trip? Smooth sailing?;2.3492136
geralt;group17;;583184;You stole my boat.;1.408137
geralt;group17;;583192;So, gonna give me my boat back?;2.2314677
geralt;group17;;583238;Fair enough, forget I said anything.;2.3968372
geralt;group17;;583244;How'd you wind up here?;1.401323
geralt;group17;;583249;Folk around here need surveyors?;1.9041967
geralt;group17;;583252;What's going on?;0.99221474
geralt;group17;;583258;Investors?;1.1672906
geralt;group17;;583261;Heard you've gone into investments, asset ma...;3.3353927
geralt;group17;;583265;That extra gold chalice could come in handy,...;3.313408
geralt;group17;;583267;What'd you do with it?;1.1118821
geralt;group17;;583279;Won't say no to friends. Actually, I'll glad...;4.17928
geralt;group17;;583286;I don't want your coin.;1.6623693
geralt;group17;;583292;We make exceptions. For travelers, especiall...;3.3292766
geralt;group17;;583297;Dwarves?;0.7048031
geralt;group17;;583323;Who's this Reverend Michelis?;1.909176
geralt;group17;;583327;By, uh, "purging" you mean the cleansing fir...;3.8151898
geralt;group17;;583340;That a threat?;0.9075814
geralt;group17;;583346;Could be they heard about Reverend Michelis'...;2.945934
geralt;group17;;583350;Give it a shot.;1.1218013
geralt;group17;;583360;Dwarves?;0.7146206
geralt;group17;;583368;Fang and claw wounds all over the body... but ...;7.477537
geralt;group17;;583369;Ate only the entrails. Fussy.;2.958027
geralt;group17;;583370;Ran this way...;1.2548614
geralt;group17;;583371;Crossed to the other side.;1.5074941
geralt;group17;;583410;Been tracking these dwarves for a while. Abo...;6.96058
geralt;group17;;583415;They stole from me.;1.3156725
geralt;group17;;583424;Dwarves?;0.7334714
geralt;group17;;583430;Blows delivered from a strange angle... expert...;4.253393
geralt;group17;;583431;Crossbow bolt. A line tied to it. Line's cle...;5.5972056
geralt;group17;;583437;Dagborg? Who's that?;1.6629
geralt;group17;;583450;Been tracking these dwarves for a while. Abo...;6.8528504
geralt;group17;;583454;Stole from me, too.;1.758005
geralt;group17;;583459;Same as the one tied to the bolt. Gonna have...;3.5182526
geralt;group17;;583590;Come on.;0.725371
geralt;group17;;583600;Crossbow under the packages. Heh. Itching to...;5.355499
geralt;group17;;583627;Gotta find another way in, then.;1.8137621
geralt;group17;;583639;It's yours.;0.9724634
geralt;group17;;583644;Not here. You'll have ample opportunity soon...;4.31278
geralt;group17;;583648;Like it?;0.70930094
geralt;group17;;583650;Not here. You'll have ample opportunity soon...;4.0494566
geralt;group17;;583652;An old witchers' motto. Had a sword like thi...;6.6684628
geralt;group17;;583682;Just warmin' up. Well, what're you waiting f...;4.119298
geralt;group17;;583686;Throat's dry... Going for a drink.;2.1980426
geralt;group17;;583699;Then bring on someone sober. Think you can f...;3.240682
geralt;group17;;583703;Had a drink? Don't fight.;2.3674462
geralt;group17;;583716;Drummond folk might be a problem. I saw Lugo...;5.9349566
geralt;group17;;583753;May I?;0.76676303
geralt;group17;;583759;Definitely more to drink.;1.6813653
geralt;group17;;583773;Something tells me there's a purpose to your...;3.3372595
geralt;group17;;583778;If that's true, you can rest easy about how ...;3.417088
geralt;group17;;583782;Feeling torn between Hjalmar and Cerys?;2.5367231
geralt;group17;;583807;Promised me a reward for helping your childr...;2.3292208
geralt;group17;;583811;Beautiful craftsmanship. Thanks.;2.5638084
geralt;group17;;583815;Think the council of jarls will dare to put ...;3.3136785
geralt;group17;;583833;Wide, heavy wheels. A merchant's wagon.;3.3069434
geralt;group17;;583996;All right. Out.;1.8611329
geralt;group17;;584026;So calm when you say that...;1.7377541
geralt;group17;;584030;Care to clarify?;1.2713618
geralt;group17;;584083;Fresh trail... Medallion's vibrating. Maybe I ...;5.571523
geralt;group17;;584090;Hmm, there's a certain ancient method. Vesem...;6.4761066
geralt;group17;;584095;The Skellige druids have used it for centuri...;4.2383695
geralt;group17;;584108;Meaning? Gonna explain what we're doing or n...;2.8234599
geralt;group17;;584112;Mhm. Tough to miss.;1.7949535
geralt;group17;;584156;Odd. From what you said, they don't sound li...;4.176194
geralt;group17;;584166;Probably. Or a very bloody sport.;3.106095
geralt;group17;;584171;Mhm.;0.9071115
geralt;group17;;584173;Bears.;0.9304951
geralt;group17;;584185;No women's clothing, items... No toys.;3.4694629
geralt;group17;;584211;Shh. Hear that?;1.7673635
geralt;group17;;584213;Noise from below.;1.3289539
geralt;group17;;584292;I hear right? You convince the emperor to pa...;3.1785758
geralt;group17;;584296;Hmm... Got a hard time believing emperor'd go ...;4.814704
geralt;group17;;584301;Bit about Fringilla - what was that? Triss t...;4.5604544
geralt;group17;;584339;Wounds need a look?;1.0906459
geralt;group17;;584342;Hunters could come back...;1.4190875
geralt;group17;;584346;Good luck.;0.7172391
geralt;group17;;584360;How's Rita know? Barely got out of prison he...;3.1507185
geralt;group17;;584387;Pretty apparent that wasn't necessary.;2.327898
geralt;group17;;584391;Never thought you'd abandon Kaer Morhen so s...;4.573204
geralt;group17;;584410;Thought this kinda drama only happened aroun...;2.8535192
geralt;group17;;584417;Hmm... Take it the emperor forgot to tell you ...;3.5294392
geralt;group17;;584423;Nobody. Anonymous.;2.1229227
geralt;group17;;584438;What now?;0.8370524
geralt;group17;;584454;Suspect anyone?;1.2600452
geralt;group17;;584456;Whoever it is, they could strike again.;2.2466373
geralt;group17;;584588;What do you think - who'll get the nod?;2.1476152
geralt;group17;;584592;I do have a horse in the race. Can't refuse,...;3.7094197
geralt;group17;;584596;Might join you later.;1.1845407
geralt;group17;;584628;Vildkaarls? Who're they?;1.921356
geralt;group17;;584632;Shepherds, then?;0.9991225
geralt;group17;;584729;All right, high time you explained some thin...;5.468733
geralt;group17;;584744;A portal, here?;1.1242768
geralt;group17;;584757;Why exactly is Avallac'h helping you? Sages'...;4.7154174
geralt;group17;;584783;What's Eredin after? What's he want from you...;2.8428113
geralt;group17;;584791;Vildkaarls - what else do you know about 'em...;2.8159857
geralt;group17;;584793;Why not speak up right away? Back there, in ...;3.1481555
geralt;group17;;584805;Hiding from witch hunters.;1.5848448
geralt;group17;;584814;But you failed to meet there...;1.4812646
geralt;group17;;584818;She developed a taste for country life, deci...;4.6277084
geralt;group17;;584822;So would I... Except she'd need a cow, a luxur...;8.387472
geralt;group17;;584857;May I?;0.7796653
geralt;group17;;584861;Mhm. Your payment - gems only, as requested.;4.320111
geralt;group17;;584864;Thanks. Need to visit the tavern first, but ...;3.929905
geralt;group17;;584867;"Dubhenn haern am glâdeal, morc'h am fhean a...;4.3143096
geralt;group17;;584871;Exactly.;1.0650667
geralt;group17;;584875;You're late.;0.88900125
geralt;group17;;584879;...blocking the roads, I know. No matter. You ...;3.451309
geralt;group17;;584885;Beautiful.;0.84772265
geralt;group17;;584891;Reputation precedes you, Master Ort. I'd nev...;3.522563
geralt;group17;;584895;"Zireael." Swallow.;3.0649896
geralt;group17;;584900;Doesn't look safe here, either. Let's go.;2.4349346
geralt;group17;;584913;She's hiding from witch hunters.;1.8107
geralt;group17;;584926;So how do they reproduce? By budding?;2.4491599
geralt;group17;;584932;Got a feeling it's more than gossip.;2.0640864
geralt;group17;;584955;And that's when you landed back in Skellige.;2.5531294
geralt;group17;;584962;What is it? That a name?;1.6355984
geralt;group17;;584968;Doesn't make sense to fear the gods. Only ev...;3.6986477
geralt;group17;;584972;What'd this deity do to earn condemnation?;2.2427802
geralt;group17;;584982;What did you dream? I've had nothing but nig...;4.550158
geralt;group17;;585012;I like that one a lot better.;1.728877
geralt;group17;;585028;Recognize it? Know where it might be?;2.3974767
geralt;group17;;585035;Did you?;0.7902257
geralt;group17;;585045;You suspected right. Whoreson was not the id...;4.0206246
geralt;group17;;585051;Nothing... Absolutely nothing... Go on, please.;3.7822018
geralt;group17;;585059;Hm... Lemme think... He's a chatterbox who's pro...;5.685582
geralt;group17;;585061;Ideal partner for the heist of the century, ...;2.8901968
geralt;group17;;585076;And draw Eredin to us immediately. Rather no...;3.985045
geralt;group17;;585078;Besides, I hate portals.;2.8475792
geralt;group17;;585092;Looks to me you're near bursting with pride.;2.3905435
geralt;group17;;585100;Cerys'll make a good queen. Maybe she can fi...;4.178576
geralt;group17;;585104;Hjalmar'll make a good king, provided you he...;4.660118
geralt;group17;;585110;I'll vouch for Hjalmar.;1.5892558
geralt;group17;;585116;Send men to Fornhala, then you'll believe.;2.9969785
geralt;group17;;585148;I was afraid you'd never talk to each other ...;4.2926803
geralt;group17;;585155;Give him my congratulations.;1.6874646
geralt;group17;;585157;Rivalry certainly seemed serious.;2.102775
geralt;group17;;585161;So, not mad you lost?;2.0655465
geralt;group17;;585279;Fought to defend myself. And Jorund.;2.9101279
geralt;group17;;585281;And none will. Always easier to hang an outs...;4.9116516
geralt;group17;;585282;They got what they deserved.;1.7545142
geralt;group17;;585284;Were arrogant little shits who were looking ...;4.8685865
geralt;group17;;585340;No.;0.7107303
geralt;group17;;585345;Your father felt you could use a witcher's h...;4.7571917
geralt;group17;;585347;Maybe that's not entirely true. Cave of Drea...;5.2881265
geralt;group17;;585349;Any chance you got work for a witcher?;1.9058056
geralt;group17;;585351;Wait. Heard you're headed for the Cave of Dr...;4.5846477
geralt;group17;;585379;We can go. Is it far?;1.9992061
geralt;group17;;585381;Gimme a minute.;0.8282769
geralt;group17;;585394;Why's Uve so quiet?;1.4650708
geralt;group17;;585397;What happened? He lick a frozen blade?;2.2852747
geralt;group17;;585402;Before we head off, will you tell me about t...;5.2996116
geralt;group17;;585453;If there's one thing I'm not afraid of, it's...;3.5529637
geralt;group17;;585455;No idea.;0.99850386
geralt;group17;;585490;Why would we do that?;1.4555904
geralt;group17;;585496;What herbs are these?;1.3953817
geralt;group17;;585497;Fine, give 'em here.;2.2149994
geralt;group17;;585552;Me again. Here about your wife...;1.9666289
geralt;group17;;585574;Know who died?;1.00793
geralt;group17;;585578;But you could name the claimants to the thro...;6.8892307
geralt;group17;;585582;Nothing - just yet.;1.7768312
geralt;group17;;585584;What happened before the massacre? Be precis...;2.7953582
geralt;group17;;585592;We'll avenge them. I promise.;2.2713287
geralt;group17;;585607;Let's look around.;1.0486135
geralt;group17;;585611;Talking won't help anything.;1.615429
geralt;group17;;585613;We've talked enough.;1.2025317
geralt;group17;;585615;This a secret passage?;1.4123602
geralt;group17;;585625;Sure about that?;1.2090058
geralt;group17;;585630;Cerys! Come here.;1.3571744
geralt;group17;;585634;Lodge of Sorceresses - Triss and Yen were su...;3.9814098
geralt;group17;;585677;Berserkers?;0.9050689
geralt;group17;;585683;Mead spiked with blood... and something else. ...;7.2069845
geralt;group17;;585687;Can't hurt to try.;1.2427399
geralt;group17;;585705;Triss didn't try to contact you?;1.7922511
geralt;group17;;585716;Mind if I interrupt?;1.3284324
geralt;group17;;585720;Someone spiked one of the mead barrels. With...;7.8891935
geralt;group17;;585733;No. You just run too fast.;2.4427972
geralt;group17;;585742;Time to head back to Kaer Trolde.;1.818349
geralt;group17;;585744;Probably got held back.;1.5701661
geralt;group17;;585749;Will that be enough?;1.2917445
geralt;group17;;585764;Vienne?;0.8695957
geralt;group17;;585774;It's really important to my friend here.;2.4922285
geralt;group17;;585782;My friend's very determined. Just saw him ki...;5.5485163
geralt;group17;;585814;We need information about Hammond.;1.9330401
geralt;group17;;585826;Mardroeme. Never heard of it.;1.8589503
geralt;group17;;585830;All right. Peasants eat it to soothe pain.;2.5596476
geralt;group17;;585841;Cerys wasn't lying. You know your fungi.;2.5794008
geralt;group17;;585852;Too bad she didn't set her official seal to ...;2.6192353
geralt;group17;;585866;He got off cheap and easy... Sold us a few pie...;5.93495
geralt;group17;;585873;So, your friend... Bea...;2.4917507
geralt;group17;;585877;Nothing, seems nice...;1.7042761
geralt;group17;;585881;What'd I say?;0.82503474
geralt;group17;;585885;Do whatever you think's right, Lambert. Not ...;3.7346776
geralt;group17;;585892;Satisfied?;1.17227
geralt;group17;;585903;What about you? What's your story?;2.3849275
geralt;group17;;585913;No, Lambert.;0.99267316
geralt;group17;;585954;Going after Ge'els is proving quite a trek, ...;5.153045
geralt;group17;;585962;He got any weaknesses?;1.4396086
geralt;group17;;586005;Thanks. Farewell.;1.3760673
geralt;group17;;586006;Thanks. Farewell.;1.8407658
geralt;group17;;586015;Gotta be another way to solve this...;1.860767
geralt;group17;;586019;Wouldn't have to.;1.0008507
geralt;group17;;586060;I can vouch for Cerys. She's telling the tru...;2.8454258
geralt;group17;;586070;Just so happens I got some coin I could lend...;3.032835
geralt;group17;;586077;Got one more piece of evidence.;1.8929781
geralt;group17;;586100;I dunno. Doesn't seem like the best idea...;3.0032184
geralt;group17;;586129;I'm looking for Jad Karadin.;1.8839285
geralt;group17;;586235;All right. Meet you outside Karadin's house.;3.551614
geralt;group17;;586238;All right. Let's pay Karadin a visit.;2.6079245
geralt;group17;;586287;Best go back where they came from if they va...;4.6850505
geralt;group17;;586289;Can't be bothered any more.;1.5188376
geralt;group17;;586290;Do what you want - you can still go. None wh...;5.1939206
geralt;group17;;586294;Mhm.;0.9336213
geralt;group17;;586313;Everyone needs to hear this. Let's get back ...;3.4010496
geralt;group17;;586451;Right, didn't think of that...;2.0321743
geralt;group17;;586473;Follow me!;0.98073125
geralt;group17;;586490;Lambert, this is one of those situations whe...;7.885251
geralt;group17;;586500;To meet Yen.;0.98742485
geralt;group17;;586502;I'll go straight to Yen, in that case.;2.0552595
geralt;group17;;586516;You're welcome.;1.0430226
geralt;group17;;586521;Don't intend to. Just felt Karadin didn't de...;4.5622263
geralt;group17;;586572;Glad to be of service.;1.385161
geralt;group17;;586574;So what now?;1.0378277
geralt;group17;;586669;You were looking for us, we were looking for...;9.284437
geralt;group17;;586674;Damn...;0.7292897
geralt;group17;;586676;Listen, we gotta think of a way to...;1.9860154
geralt;group17;;586679;Get us outta here.;1.2987552
geralt;group17;;586682;How's the mood in there?;1.348818
geralt;group17;;586684;They already do.;1.3405658
geralt;group17;;586688;Ciri, take us home.;2.1648912
geralt;group17;;586726;Shit, climbed the tree. I can't get up there...;3.424886
geralt;group17;;586737;Triss... really want to go with me? No offense...;3.721749
geralt;group17;;586773;Blood's all sucked out. A lesser vampire?;3.4166071
geralt;group17;;586777;Not the marks of a garkain or a fleder.;2.678333
geralt;group17;;586778;Blood, but not human. Monster was wounded.;4.090535
geralt;group17;;586783;Too long? We set out to rescue two people.;2.6846447
geralt;group17;;586789;Knew exactly what he was signing up for.;2.2962382
geralt;group17;;586793;Good thing we got here before they found the...;3.6129243
geralt;group17;;586798;Seems like it had lost some strength, was sn...;3.9276237
geralt;group17;;586799;Vampire was wounded, needed fresh blood.;2.826412
geralt;group17;;586800;Tracks end here.;1.3383615
geralt;group17;;586801;Rat corpses. Not a drop of blood left in 'em...;3.3035321
geralt;group17;;586804;Lair must be nearby.;1.7305291
geralt;group17;;586805;Ekimmara came out of the water here. Gotta l...;4.4564953
geralt;group17;;586817;Bad way to play it out.;1.5311785
geralt;group17;;586830;Nobody's gonna read that drivel.;1.7535161
geralt;group17;;586831;That all you care about - the ballads this'l...;3.0214057
geralt;group17;;586833;Ego swell a bit lately? Getting more and mor...;3.6563597
geralt;group17;;586837;It's about Ciri!;1.3119358
geralt;group17;;586839;Right... Best bit's when the guard draped you ...;4.4620275
geralt;group17;;586841;Stands to make you a fortune.;1.9180111
geralt;group17;;586853;Don't see Crach. He talking to the jarls?;3.0057926
geralt;group17;;586857;I'm just... worried.;2.242554
geralt;group17;;586879;Maybe later.;1.1175478
geralt;group17;;586903;Cerys.;0.83214796
geralt;group17;;586909;So did everyone in that room who's not compl...;2.7478228
geralt;group17;;586919;You're his sister. It's natural.;2.0805464
geralt;group17;;586923;Would you prefer he ignored you, refused to ...;3.5287027
geralt;group17;;586927;You think you stand a chance?;1.4908024
geralt;group17;;586931;Course you wouldn't.;0.9650718
geralt;group17;;586941;Better get back to your guests. Won't gain a...;3.6192992
geralt;group17;;586989;Anybody see how the bears got in?;1.9402871
geralt;group17;;587002;Dammit! Things've sure gotten messy.;2.8014643
geralt;group17;;587033;Pretty sure you can handle this fine without...;2.3728187
geralt;group17;;587042;You're right, Cerys. I'll help you.;2.102509
geralt;group17;;587047;I'm going with Hjalmar. Don't know where, bu...;3.335945
geralt;group17;;587198;Take it you have a plan?!;1.5243518
geralt;group17;;587200;Care to trade places?;1.403352
geralt;group17;;587211;Blood... mixed with bile.;2.5226634
geralt;group17;;587217;*Sniffs* Wait. Same scent of incense... waftin...;6.6759605
geralt;group17;;587219;Better. Follow me.;2.024538
geralt;group17;;587236;Follow the thread...;1.239582
geralt;group17;;587238;Everything's ready, we can go.;1.7531456
geralt;group17;;587249;Got a fox mask for you.;1.5464085
geralt;group17;;587264;Tracks lead uphill...;1.3153809
geralt;group17;;587310;What about me? Don't I get any?;2.1553297
geralt;group17;;587317;Hey! This isn't funny!;1.807478
geralt;group17;;587319;Come back!;0.9920822
geralt;group17;;587321;Triss! Yen!;1.4524136
geralt;group17;;587329;Triss? You here too? What's, uh, going on?;5.3204236
geralt;group17;;587334;Mean this?;0.93569386
geralt;group17;;587344;Coulda guessed that was your idea.;1.8175966
geralt;group17;;587355;Let's look around. Could be nearby.;2.3640528
geralt;group17;;587358;Nice and simple. Kind of plan I like.;2.920058
geralt;group17;;587369;The one time when it might've been useful.;2.2857301
geralt;group17;;587373;Off who, what? Or was it about her directly?;4.3285646
geralt;group17;;587379;Just one body, though.;1.6341919
geralt;group17;;587381;Only found two bodies, though.;2.013752
geralt;group17;;587383;Only found three bodies, though.;1.7607543
geralt;group17;;587411;Know any more about the curse? Something spe...;4.497187
geralt;group17;;587415;You're kidding.;0.9654446
geralt;group17;;587419;A Skellige custom I don't know about?;2.220882
geralt;group17;;587464;Ran outta time.;1.0918058
geralt;group17;;587487;Fine, last I heard.;1.5727293
geralt;group17;;587489;You've made your bed - lie in it.;2.3583972
geralt;group17;;587491;No, but I'll make sure to mention it next ti...;2.653506
geralt;group17;;587497;So what now?;1.0922909
geralt;group17;;587506;Should at least take one alive, make him tes...;3.2566206
geralt;group17;;587553;And answers. Why'd you attack Kaer Trolde?;3.3126051
geralt;group17;;587576;Dammit, that's just not enough. Ciri say any...;3.414749
geralt;group17;;587586;Your vengeance, your rules.;1.9346788
geralt;group17;;587588;Realize they might've acted at someone's beh...;4.009422
geralt;group17;;587592;Voices... More of 'em further on.;2.6461847
geralt;group17;;587602;Mardroeme related in any way to berserkers?;2.4494424
geralt;group17;;587606;Right...;0.80464447
geralt;group17;;587617;Ciri ever mention him?;1.3143853
geralt;group17;;587622;Only a legend, I know. Still, I find it easi...;6.320094
geralt;group17;;587663;Don't give a damn about your motivations. Gi...;3.7988865
geralt;group17;;587694;Barred shut.;0.9263494
geralt;group17;;587707;Bear's head, but the tongue's short, like a ...;3.2160077
geralt;group17;;587710;Maybe... I'll need to check. Also gotta see if...;5.1025476
geralt;group17;;587718;Something under the fur... a tattoo? Shape of ...;5.069358
geralt;group17;;587721;Half-man, half-bear. Something like a lycant...;4.118642
geralt;group17;;587731;And Yen's in Skellige, looking into traces s...;4.368709
geralt;group17;;587732;Skellige.;1.0152671
geralt;group17;;587736;Mouth smells of honey liqueur, mead... and som...;7.286226
geralt;group17;;587807;First, lift the curse. Maybe I can get some ...;4.5388165
geralt;group17;;587809;After that - who knows.;1.9483433
geralt;group17;;587822;See ya.;0.6603545
geralt;group17;;587823;How about a round of gwent?;1.4322125
geralt;group17;;587825;Got anything to sell?;1.1652625
geralt;group17;;587876;What was her motive?;1.3072846
geralt;group17;;587902;Read that letter already.;1.56222
geralt;group17;;587911;Spiked gloves... black with dried blood.;2.8742287
geralt;group17;;587913;Ochre, coal dust, woad. Tattoo dyes.;4.743425
geralt;group17;;587915;Human scalps... Unusual as decorations go.;3.6998265
geralt;group17;;587917;Dried mushrooms. Psilocybe, I think.;3.167108
geralt;group17;;587921;At no charge? You damned idealists... Ruining ...;4.3794775
geralt;group17;;587956;What're you talking about?;1.3955564
geralt;group17;;587959;I could use a little rest myself...;1.7725871
geralt;group17;;587971;Wh...what? Yen? Something wrong?;3.7243762
geralt;group17;;588005;Need to find another way out.;1.5128824
geralt;group17;;588166;So maybe I oughta stop by another time.;2.4527082
geralt;group17;;588168;Crach make an exception just for me?;2.1174393
geralt;group17;;588179;What kind of potion was it? Remember its sme...;4.5319924
geralt;group17;;588181;What happened then?;1.1584616
geralt;group17;;588183;Didn't trust the mage?;1.422558
geralt;group17;;588195;Not a bit. Start the autopsy.;2.603565
geralt;group17;;588214;Right. Never mind.;1.6655521
geralt;group17;;588218;We'll see. Pull down his trousers and... Shit.;3.8674302
geralt;group17;;588222;Let's examine the chest wound. Yeah, heart c...;5.3961864
geralt;group17;;588224;An egg, from an amphibian... A salamander? Sco...;6.0724206
geralt;group17;;588226;Look at the scar. Wound's long and thin - an...;6.02481
geralt;group17;;588249;Think I know what caused them to transform -...;4.864865
geralt;group17;;588258;The lamp - what do you wanna do with it?;2.1529558
geralt;group17;;588279;One thing's bothering me...;1.9293035
geralt;group17;;588283;Anabelle said Alexander was studying disease...;4.8391814
geralt;group17;;588284;You knew this?;1.1712694
geralt;group17;;588306;What was her motive?;1.307947
geralt;group17;;588317;Maybe. Hard to believe someone spiked the me...;5.904954
geralt;group17;;588322;All right. Time I was on my way.;2.623827
geralt;group17;;588326;What is it?;1.1124367
geralt;group17;;588347;Why not. If he was coming here from Novigrad...;4.5425186
geralt;group17;;588352;I'll check the area.;1.4095981
geralt;group17;;588357;How's that?;0.7893731
geralt;group17;;588363;Can't promise you anything, but I'll let you...;3.786041
geralt;group17;;588366;Got it all wrong, Keira. I'm not your errand...;3.1263514
geralt;group17;;588371;No full moon, so something else caused the t...;6.002181
geralt;group17;;588396;Open the abdominal cavity.;1.696172
geralt;group17;;588603;Out of the question. I'll climb the mountain...;3.6495726
geralt;group17;;588607;They're extremely dangerous. Be careful.;2.9683762
geralt;group17;;588648;You avenged Vesemir.;1.5027958
geralt;group17;;588652;Coming here? Good idea.;2.1442852
geralt;group17;;588656;We got lucky this time. Hope it stays with u...;3.4215248
geralt;group17;;588665;Wondering what to tell Yennefer when we get ...;2.8855352
geralt;group17;;588853;Having trouble?;1.0037524
geralt;group17;;588878;Geralt of Rivia. Witcher.;2.2001755
geralt;group17;;588880;A means to solve your troubles.;2.0162163
geralt;group17;;588881;Radovid sent me.;1.477837
geralt;group17;;588909;Don't exactly sound delighted.;1.910429
geralt;group17;;588922;Word was you hadn't been able to get inside.;2.6156507
geralt;group17;;588963;Good work. Saved me some time.;2.6942358
geralt;group17;;588967;Great. I'll take that now if you don't mind.;2.9686458
geralt;group17;;588988;Time I saw if Philippa's still in there...;2.5474443
geralt;group17;;588996;Think Philippa's still inside?;1.7524352
geralt;group17;;589000;Certain? How's that?;1.894563
geralt;group17;;589012;What can I expect to find inside?;2.0129569
geralt;group17;;589042;Be a bit harder for me to move around.;2.2375133
geralt;group17;;589048;Maybe I can start it up...;1.4360163
geralt;group17;;589302;Ugh, pains the heart...;2.4950082
geralt;group18;;589306;Can't be far. Wouldn't have made it.;2.3333733
geralt;group18;;589309;Wonder if it still works.;1.4636226
geralt;group18;;589321;Sheathe that before you hurt yourself.;2.339856
geralt;group18;;589325;Guessed it. Think you know by now how danger...;5.7898088
geralt;group18;;589335;All right, let's get you out of here.;2.4611619
geralt;group18;;589339;Brew yourself a mug of mulled wine?;2.0676165
geralt;group18;;589341;Saw what the wagon was carrying. Exquisite m...;7.9700494
geralt;group18;;589347;Nobody's gonna come for us. Gimme the crysta...;4.4582644
geralt;group18;;589351;I'll defend you.;1.2892754
geralt;group18;;589365;Have it your way...;1.4159069
geralt;group18;;589388;Care to tell me what you're up to?;1.5754472
geralt;group18;;589393;And I don't like surprises. Especially ones ...;4.577146
geralt;group18;;589397;What's the big event that's supposed to happ...;2.2041771
geralt;group18;;589404;Gonna slip into something more comfortable?;2.3149009
geralt;group18;;589408;You were gonna show me something...;1.7760406
geralt;group18;;589412;Changed my mind.;1.3883222
geralt;group18;;589414;Color me intrigued. Fine, I'll wait.;4.0734606
geralt;group18;;589418;Think Philippa's still here?;1.4577249
geralt;group18;;589428;Huh? If I wanted to see white mice, I'd just...;3.3842444
geralt;group18;;589434;So where'd it-- Keira, gonna explain what's ...;3.527206
geralt;group18;;589436;Changed mice into horses - third level trans...;4.468373
geralt;group18;;589438;But I still don't get it.;1.3100022
geralt;group18;;589450;Mhm. True story it's based on, too. A zeugl ...;11.027175
geralt;group18;;589464;If anything goes wrong, we abandon the outer...;4.147096
geralt;group18;;589488;Your choice.;1.1008612
geralt;group18;;589491;Love letters?;1.0910316
geralt;group18;;589498;Think we can head there now?;1.3965341
geralt;group18;;589507;This is an owl feather.;1.469881
geralt;group18;;589509;Hm, interesting... Philippa dumped some woman ...;4.840785
geralt;group18;;589530;Something I need to do first.;1.585611
geralt;group18;;589567;Can't read a thing.;1.3518472
geralt;group18;;589663;Once fought a zeugl up to my waist in sewage...;6.494434
geralt;group18;;589665;Explains why there's no smell of decay... And ...;4.6717525
geralt;group18;;589675;Those burn marks I see in his eye sockets?;2.5647814
geralt;group18;;589677;See this? Incision made into the voice box.;3.026506
geralt;group18;;589680;Let's examine the mouth. Burns, blisters...;3.8703988
geralt;group18;;589687;It's some kind of sick ritual... You saw it - ...;11.773539
geralt;group18;;589729;When's my trial?;1.2360011
geralt;group18;;589752;Except... why're these covered in blood?;2.7595687
geralt;group18;;589754;She either fought someone... or used them in h...;3.4100163
geralt;group18;;589757;Aniseed and birch bark... Powerful disinfectan...;4.185705
geralt;group18;;589769;Maybe... a failed experiment? Then Philippa th...;5.1700554
geralt;group18;;589771;That'd be like her.;1.4804875
geralt;group18;;589774;Maybe one of the crystals survived.;1.9531177
geralt;group18;;589787;Cremated notes, a nekker nest, rats... Nothing...;5.0823884
geralt;group18;;589793;Dunno. Your problem, I guess.;2.6601636
geralt;group18;;589797;Tellin' you the truth. Awfully prone to susp...;4.1004357
geralt;group18;;589804;No, not everything. The Vildkaarls conspired...;6.455679
geralt;group18;;589809;Dust, dirt... and a megascope crystal.;3.2221522
geralt;group18;;589822;Not your concern.;1.3766009
geralt;group18;;589838;No.;0.7262081
geralt;group18;;589842;Relax. See, I figured if I agreed, I could l...;8.709193
geralt;group18;;589853;I took the job.;1.2795892
geralt;group18;;589855;Look. Found this in Philippa's hideout.;2.6386447
geralt;group18;;589898;Why'd you betray them? Talk. Or I'll finish ...;3.2944682
geralt;group18;;589905;Mean you weren't being serious? Still got ti...;3.4146256
geralt;group18;;589916;What was her motive?;1.207645
geralt;group18;;589926;Think it's enough?;1.1593431
geralt;group18;;589949;Better not be joking. What - doublet doesn't...;4.417149
geralt;group18;;589960;Put me to sleep with a spell. Means she's up...;3.5417912
geralt;group18;;589962;Fyke Isle. The tower.;2.8582518
geralt;group18;;589974;Yeah, heard something about that.;2.150682
geralt;group18;;589984;Someone's in a good mood.;1.402241
geralt;group18;;589988;Found something that might belong to you.;2.057896
geralt;group18;;589990;Don't remember ever seeing you with that.;1.790755
geralt;group18;;589995;Nothing. Just, you look good when you're gid...;2.9347923
geralt;group18;;590001;Well, I'd recognize you with a sack on your ...;2.3860486
geralt;group18;;590012;Drowners and a water hag. My favorites.;2.7892022
geralt;group18;;590014;Package still intact. Don't sense anything m...;5.995806
geralt;group18;;590016;Hid and waited for help.;1.7213491
geralt;group18;;590018;It never came. That's Velen for you.;3.274613
