default;type;cat1;cat2;cat3;animid;caption;posename;emotional state;status
;0;misc loop animations;ep1-woman;;ep1_shani_reanimating_soldier_loop__shani;ep1 shani reanimating soldier loop  shani;;;
;0;misc loop animations;ep1-woman;;ep1_slow_dance_close_clockwise_loop;ep1 slow dance close clockwise loop;;;
;0;misc loop animations;ep1-woman;;ep1_slow_dance_close_counterclockwise_loop;ep1 slow dance close counterclockwise loop;;;
;0;misc loop animations;ep1-woman;;ep1_slow_dance_loop_far;ep1 slow dance loop far;;;
;0;misc loop animations;ep1-woman;;woman_work_broom_sweep_loop_recompress;woman work broom sweep loop recompress;;;
;;misc loop animations;interaction;boat;boat_passenger_sail_loop;boat passenger sail loop;;;
;;misc loop animations;interaction;boat;boat_passenger_sail_storm_loop;boat passenger sail storm loop;;;
;;misc loop animations;interaction;boat;boat_sail_loop;boat sail loop;;;
;;misc loop animations;interaction;boat;boat_sail_storm_loop;boat sail storm loop;;;
;;misc loop animations;interaction;environment;finding_clues_standing_loop1;finding clues standing loop1;;;
;;misc loop animations;interaction;environment;finding_clues_standing_loop2;finding clues standing loop2;;;
;;misc loop animations;interaction;environment;geralt_finding_clues_high_loop;geralt finding clues high loop;;;
;;misc loop animations;interaction;environment;geralt_finding_clues_low_loop;geralt finding clues low loop;;;
;;misc loop animations;interaction;environment;geralt_finding_clues_mid_loop;geralt finding clues mid loop;;;
;;misc loop animations;interaction;environment;man_geralt_carry_lamp_low_loop_left;man geralt carry lamp low loop left;;;
;;misc loop animations;interaction;environment;man_geralt_carry_lamp_sword_low_loop_left;man geralt carry lamp sword low loop left;;;
;;misc loop animations;interaction;environment;man_geralt_carry_torch_combat_loop_left;man geralt carry torch combat loop left;;;
;;misc loop animations;interaction;environment;man_geralt_carry_torch_loop_left;man geralt carry torch loop left;;;
;;misc loop animations;interaction;environment;man_geralt_carry_torch_loop_run_left;man geralt carry torch loop run left;;;
;;misc loop animations;interaction;environment;man_geralt_carry_torch_loop_sprint_left;man geralt carry torch loop sprint left;;;
;;misc loop animations;interaction;environment;man_geralt_carry_torch_low_loop_left;man geralt carry torch low loop left;;;
;;misc loop animations;interaction;environment;man_geralt_carry_torch_sword_loop_left;man geralt carry torch sword loop left;;;
;;misc loop animations;interaction;environment;man_geralt_carry_torch_sword_loop_run_left;man geralt carry torch sword loop run left;;;
;;misc loop animations;interaction;environment;man_geralt_carry_torch_sword_low_loop_left;man geralt carry torch sword low loop left;;;
;;misc loop animations;interaction;horse draft;horse_canter_sword_additive_loop;horse canter sword additive loop;;;
;;misc loop animations;interaction;horse draft;horse_gallop_sword_additive_loop;horse gallop sword additive loop;;;
;;misc loop animations;interaction;horse_draft;horse_breathing_slow_sword_pose_left_loop;horse breathing slow sword pose left loop;;;
;;misc loop animations;interaction;horse_draft;horse_breathing_slow_sword_pose_right_loop;horse breathing slow sword pose right loop;;;
;;misc loop animations;interaction;horse_draft;horse_canter_jump_loop;horse canter jump loop;;;
;;misc loop animations;interaction;horse_draft;horse_gallop_jump_loop;horse gallop jump loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_breathing_slow_left_pose_loop;horse speed breathing slow left pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_breathing_slow_right_pose_loop;horse speed breathing slow right pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_cantor_left_pose_loop;horse speed cantor left pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_cantor_left_pose_loop 1;horse speed cantor left pose loop 1;;;
;;misc loop animations;interaction;horse_draft;horse_speed_cantor_right_pose_loop;horse speed cantor right pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_cantor_right_pose_loop 1;horse speed cantor right pose loop 1;;;
;;misc loop animations;interaction;horse_draft;horse_speed_gallop_left_pose_loop;horse speed gallop left pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_gallop_right_pose_loop;horse speed gallop right pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_trot_left_pose_loop;horse speed trot left pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_trot_right_pose_loop;horse speed trot right pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_walk_left_pose_loop;horse speed walk left pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_speed_walk_right_pose_loop;horse speed walk right pose loop;;;
;;misc loop animations;interaction;horse_draft;horse_trot_jump_loop;horse trot jump loop;;;
;;misc loop animations;interaction;horse_draft;horse_walk_back_sword_additive_loop;horse walk back sword additive loop;;;
;;misc loop animations;interaction;horse_draft;horse_walk_sword_additive_loop;horse walk sword additive loop;;;
;0;misc loop animations;mage;;man_mage_root_attack_loop;man mage root attack loop;;;
;0;misc loop animations;mage;;man_mage_sand_coil_loop;man mage sand coil loop;;;
;0;misc loop animations;mage;;man_mage_tornado_01_loop;man mage tornado 01 loop;;;
;0;misc loop animations;man;audience-theatre;audience_in_theatre_standing_loop_01;audience in theatre standing loop 01;;;
;0;misc loop animations;man;audience-theatre;audience_in_theatre_standing_loop_02;audience in theatre standing loop 02;;;
;0;misc loop animations;man;audience-theatre;audience_in_theatre_standing_loop_03;audience in theatre standing loop 03;;;
;0;misc loop animations;man;audience-theatre;audience_in_theatre_standing_loop_04;audience in theatre standing loop 04;;;
;0;misc loop animations;man;audience-theatre;audience_in_theatre_standing_loop_05;audience in theatre standing loop 05;;;
;0;misc loop animations;man;baron-quest;baron_attacked_by_botch_loop_01;baron attacked by botch loop 01;;;
;0;misc loop animations;man;baron-quest;baron_carrying_botch_loop_01;baron carrying botch loop 01;;;
;0;misc loop animations;man;baron-quest;baron_miscreant_struggling_loop;baron miscreant struggling loop;;;
;0;misc loop animations;man;cheering;man_cheering_arena_loop_01;man cheering arena loop 01;;;
;0;misc loop animations;man;cheering;man_cheering_arena_loop_02;man cheering arena loop 02;;;
;0;misc loop animations;man;cheering;man_cheering_arena_loop_03;man cheering arena loop 03;;;
;0;misc loop animations;man;cheering;man_cheering_arena_loop_04;man cheering arena loop 04;;;
;0;misc loop animations;man;cheering;man_cheering_arena_loop_05;man cheering arena loop 05;;;
;0;misc loop animations;man;cheering;man_cheering_loop;man cheering loop;;;
;0;misc loop animations;man;cowering;man_cowering_high_loop_01;man cowering high loop 01;;;
;0;misc loop animations;man;cowering;man_cowering_high_loop_02;man cowering high loop 02;;;
;0;misc loop animations;man;cowering;man_cowering_high_loop_03;man cowering high loop 03;;;
;0;misc loop animations;man;cowering;man_cowering_low_loop_02;man cowering low loop 02;;;
;0;misc loop animations;man;cowering;man_cowering_low_loop_03;man cowering low loop 03;;;
;0;misc loop animations;man;cowering;man_cowering_low_loop_04;man cowering low loop 04;;;
;0;misc loop animations;man;cowering;man_cowering_low_loop_05;man cowering low loop 05;;;
;0;misc loop animations;man;dialogs;dialog_man_ex_scared_ground_loop_1;dialog man ex scared ground loop 1;;;
;0;misc loop animations;man;dialogs;dialogue_beat_up_man_lying_loop_01;dialogue beat up man lying loop 01;;;
;0;misc loop animations;man;dialogs;dialogue_ex_fall_loop;dialogue ex fall loop;;;
;0;misc loop animations;man;dialogs;dialogue_man_ex_scared_run_loop;dialogue man ex scared run loop;;;
;0;misc loop animations;man;dialogs;dialogue_man_guarding_with_bow_loop_1;dialogue man guarding with bow loop 1;;;
;0;misc loop animations;man;dialogs;dialogue_man_npc_shield_effect_knockdown_f_loop;dialogue man npc shield effect knockdown f loop;;;
;0;misc loop animations;man;dialogs;dialogue_man_sitting_badly_wounded_loop_01;dialogue man sitting badly wounded loop 01;;;
;0;misc loop animations;man;dialogs;dialogue_man_work_looking_at_map_loop_04;dialogue man work looking at map loop 04;;;
;0;misc loop animations;man;dialogs;dialogue_playing_cards_01_loop_01;dialogue playing cards 01 loop 01;;;
;0;misc loop animations;man;dialogs;high_standing_determined_calm_cycle_loop;high standing determined calm cycle loop;;;
;0;misc loop animations;man;dialogs;slow_run_loop;slow run loop;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_drinking_loop_01;man work loud sitting and drinking loop 01;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_drinking_loop_02;man work loud sitting and drinking loop 02;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_drinking_loop_03;man work loud sitting and drinking loop 03;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_drinking_loop_04;man work loud sitting and drinking loop 04;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_drinking_loop_05;man work loud sitting and drinking loop 05;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_eating_drinking_loop_01;man work loud sitting and eating drinking loop 01;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_eating_drinking_loop_02;man work loud sitting and eating drinking loop 02;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_eating_drinking_loop_03;man work loud sitting and eating drinking loop 03;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_eating_drinking_loop_04;man work loud sitting and eating drinking loop 04;;;
;0;misc loop animations;man;eating;man_work_loud_sitting_and_eating_drinking_loop_05;man work loud sitting and eating drinking loop 05;;;
;0;misc loop animations;man;fistfight;man_fistfight_hit_knockdown_f_loop_right;man fistfight hit knockdown f loop right;;;
;0;misc loop animations;man;fistfight;man_fistfight_ignii_loop_additive;man fistfight ignii loop additive;;;
;0;misc loop animations;man;fistfight;man_fistfight_parry_fail_loop;man fistfight parry fail loop;;;
;0;misc loop animations;man;fistfight;man_fistfight_quen_loop_additive;man fistfight quen loop additive;;;
;0;misc loop animations;man;juggling;man_dialogue_standing_juggling_loop_01;man dialogue standing juggling loop 01;;;
;0;misc loop animations;man;juggling;man_dialogue_standing_juggling_loop_02;man dialogue standing juggling loop 02;;;
;0;misc loop animations;man;juggling;man_work_standing_juggling_loop_01;man work standing juggling loop 01;;;
;0;misc loop animations;man;juggling;man_work_standing_juggling_loop_02;man work standing juggling loop 02;;;
;0;misc loop animations;man;juggling;man_work_standing_juggling_loop_03;man work standing juggling loop 03;;;
;0;misc loop animations;man;longsword;man_npc_longsword_effect_burning_loop;man npc longsword effect burning loop;;;
;0;misc loop animations;man;longsword;man_npc_longsword_effect_hypnotized_loop_lp;man npc longsword effect hypnotized loop lp;;;
;0;misc loop animations;man;movement;ex_fall_loop;ex fall loop;;;
;0;misc loop animations;man;movement;ex_jump_idle_down_loop;ex jump idle down loop;;;
;0;misc loop animations;man;movement;jump_falling_loop_c;jump falling loop c;;;
;0;misc loop animations;man;movement;jump_falling_loop_c_sword;jump falling loop c sword;;;
;0;misc loop animations;man;playing cards;playing_cards_02_loop_01;playing cards 02 loop 01;;;
;0;misc loop animations;man;playing cards;playing_cards_02_loop_02;playing cards 02 loop 02;;;
;0;misc loop animations;man;playing cards;playing_cards_02_loop_03;playing cards 02 loop 03;;;
;0;misc loop animations;man;playing cards;playing_cards_02_loop_04;playing cards 02 loop 04;;;
;0;misc loop animations;man;playing cards;playing_cards_02_loop_05;playing cards 02 loop 05;;;
;0;misc loop animations;man;playing cards;playing_cards_03_loop_01;playing cards 03 loop 01;;;
;0;misc loop animations;man;playing cards;playing_cards_03_loop_02;playing cards 03 loop 02;;;
;0;misc loop animations;man;playing cards;playing_cards_03_loop_03;playing cards 03 loop 03;;;
;0;misc loop animations;man;playing cards;playing_cards_03_loop_04;playing cards 03 loop 04;;;
;0;misc loop animations;man;playing cards;playing_cards_03_loop_05;playing cards 03 loop 05;;;
;0;misc loop animations;man;praying;man_praying_crossed_legs_loop_01;man praying crossed legs loop 01;;;
;0;misc loop animations;man;praying;man_praying_crossed_legs_loop_02;man praying crossed legs loop 02;;;
;0;misc loop animations;man;praying;man_praying_crossed_legs_loop_03;man praying crossed legs loop 03;;;
;0;misc loop animations;man;praying;man_work_standing_praying_loop_01;man work standing praying loop 01;;;
;0;misc loop animations;man;praying;man_work_standing_praying_loop_02;man work standing praying loop 02;;;
;0;misc loop animations;man;praying;man_work_standing_praying_loop_03;man work standing praying loop 03;;;
;0;misc loop animations;man;scared;man_ex_scared_ground_loop_1;man ex scared ground loop 1;;;
;0;misc loop animations;man;scared;man_ex_scared_ground_loop_2;man ex scared ground loop 2;;;
;0;misc loop animations;man;scared;man_ex_scared_loop_turn_left_45_lp;man ex scared loop turn left 45 lp;;;
;0;misc loop animations;man;scared;man_ex_scared_loop_turn_left_45_rp;man ex scared loop turn left 45 rp;;;
;0;misc loop animations;man;scared;man_ex_scared_loop_turn_left_90_lp;man ex scared loop turn left 90 lp;;;
;0;misc loop animations;man;scared;man_ex_scared_loop_turn_left_90_rp;man ex scared loop turn left 90 rp;;;
;0;misc loop animations;man;scared;man_ex_scared_loop_turn_right_180_lp;man ex scared loop turn right 180 lp;;;
;0;misc loop animations;man;scared;man_ex_scared_loop_turn_right_180_rp;man ex scared loop turn right 180 rp;;;
;0;misc loop animations;man;scared;man_work_standing_nervous_scarred_loop_01;man work standing nervous scarred loop 01;;;
;0;misc loop animations;man;scared;man_work_standing_nervous_scarred_loop_02;man work standing nervous scarred loop 02;;;
;0;misc loop animations;man;scared;man_work_standing_nervous_scarred_loop_03;man work standing nervous scarred loop 03;;;
;0;misc loop animations;man;scared;scared_sit_dress_left_loop_1;scared sit dress left loop 1;;;
;0;misc loop animations;man;scared;scared_sit_dress_left_loop_2;scared sit dress left loop 2;;;
;0;misc loop animations;man;scared;scared_sit_dress_left_loop_3;scared sit dress left loop 3;;;
;0;misc loop animations;man;scared;scared_sit_dress_left_loop_4;scared sit dress left loop 4;;;
;0;misc loop animations;man;scared;scared_sit_dress_left_loop_5;scared sit dress left loop 5;;;
;0;misc loop animations;man;scared;scared_sit_dress_left_loop_6;scared sit dress left loop 6;;;
;0;misc loop animations;man;scared;scared_sit_dress_left_loop_7;scared sit dress left loop 7;;;
;0;misc loop animations;man;scared;scared_sit_dress_left_loop_8;scared sit dress left loop 8;;;
;0;misc loop animations;man;scared;scared_sit_dress_left_loop_9;scared sit dress left loop 9;;;
;0;misc loop animations;man;scared;scared_sit_dress_loop_1;scared sit dress loop 1;;;
;0;misc loop animations;man;scared;scared_sit_dress_loop_2;scared sit dress loop 2;;;
;0;misc loop animations;man;scared;scared_sit_dress_loop_3;scared sit dress loop 3;;;
;0;misc loop animations;man;scared;scared_sit_dress_right_loop_1;scared sit dress right loop 1;;;
;0;misc loop animations;man;scared;scared_sit_dress_right_loop_2;scared sit dress right loop 2;;;
;0;misc loop animations;man;scared;scared_sit_dress_right_loop_3;scared sit dress right loop 3;;;
;0;misc loop animations;man;scared;scared_sit_dress_right_loop_4;scared sit dress right loop 4;;;
;0;misc loop animations;man;scared;scared_sit_dress_right_loop_5;scared sit dress right loop 5;;;
;0;misc loop animations;man;scared;scared_sit_dress_right_loop_6;scared sit dress right loop 6;;;
;0;misc loop animations;man;scared;scared_sit_dress_right_loop_7;scared sit dress right loop 7;;;
;0;misc loop animations;man;scared;scared_sit_dress_right_loop_8;scared sit dress right loop 8;;;
;0;misc loop animations;man;scared;scared_sit_dress_right_loop_9;scared sit dress right loop 9;;;
;0;misc loop animations;man;scared;scared_sit_left_loop_4;scared sit left loop 4;;;
;0;misc loop animations;man;scared;scared_sit_left_loop_7;scared sit left loop 7;;;
;0;misc loop animations;man;scared;scared_sit_right_loop_4;scared sit right loop 4;;;
;0;misc loop animations;man;scared;scared_sit_right_loop_7;scared sit right loop 7;;;
;0;misc loop animations;man;shield;man_npc_shield_burn_loop;man npc shield burn loop;;;
;0;misc loop animations;man;shield;man_npc_shield_effect_hypnotized_loop;man npc shield effect hypnotized loop;;;
;0;misc loop animations;man;sitting;man_sitting_badly_wounded_loop_01;man sitting badly wounded loop 01;;;
;0;misc loop animations;man;sitting;man_sitting_by_the_table_waiting_loop_01;man sitting by the table waiting loop 01;;;
;0;misc loop animations;man;sitting;man_sitting_by_the_table_waiting_loop_02;man sitting by the table waiting loop 02;;;
;0;misc loop animations;man;sitting;man_sitting_by_the_table_waiting_loop_03;man sitting by the table waiting loop 03;;;
;0;misc loop animations;man;sitting;man_sitting_by_the_table_waiting_loop_04;man sitting by the table waiting loop 04;;;
;0;misc loop animations;man;sitting;man_sitting_by_the_table_waiting_loop_05;man sitting by the table waiting loop 05;;;
;0;misc loop animations;man;sitting;man_sitting_on_throne_loop_01;man sitting on throne loop 01;;;
;0;misc loop animations;man;sitting;man_sitting_on_throne_loop_02;man sitting on throne loop 02;;;
;0;misc loop animations;man;sitting;man_sitting_on_throne_loop_03;man sitting on throne loop 03;;;
;0;misc loop animations;man;sitting;man_sitting_on_throne_loop_04;man sitting on throne loop 04;;;
;0;misc loop animations;man;sitting;man_sitting_on_throne_loop_05;man sitting on throne loop 05;;;
;0;misc loop animations;man;sitting;vanilla_sitting_on_ground_loop01;vanilla sitting on ground loop01;;;
;0;misc loop animations;man;sitting;vanilla_sitting_on_ground_loop02;vanilla sitting on ground loop02;;;
;0;misc loop animations;man;sitting;vanilla_sitting_on_ground_loop03;vanilla sitting on ground loop03;;;
;0;misc loop animations;man;sleeping;man_work_bed_sleep_02_loop_01;man work bed sleep 02 loop 01;;;
;0;misc loop animations;man;sleeping;man_work_bed_sleep_02_loop_02;man work bed sleep 02 loop 02;;;
;0;misc loop animations;man;sleeping;man_work_bed_sleep_02_loop_03;man work bed sleep 02 loop 03;;;
;0;misc loop animations;man;sleeping;man_work_bed_sleep_03_loop_01;man work bed sleep 03 loop 01;;;
;0;misc loop animations;man;sleeping;man_work_bed_sleep_03_loop_02;man work bed sleep 03 loop 02;;;
;0;misc loop animations;man;sleeping;man_work_sleep_bed_left_loop_2;man work sleep bed left loop 2;;;
;0;misc loop animations;man;sleeping;man_work_sleep_bed_left_loop_3;man work sleep bed left loop 3;;;
;0;misc loop animations;man;sleeping;man_work_sleep_bed_right_loop_2;man work sleep bed right loop 2;;;
;0;misc loop animations;man;sword;add_man_npc_sword_2hand_guarded_loop;add man npc sword 2hand guarded loop;;;
;0;misc loop animations;man;sword;man_ger_sword_axii_loop_lp_horizontal;man ger sword axii loop lp horizontal;;;
;0;misc loop animations;man;sword;man_ger_sword_axii_loop_rp_horizontal;man ger sword axii loop rp horizontal;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_lp;man ger sword ignii loop lp;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_lp_horizontal;man ger sword ignii loop lp horizontal;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_lp_vertical;man ger sword ignii loop lp vertical;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_lp_vertical_left;man ger sword ignii loop lp vertical left;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_lp_vertical_right;man ger sword ignii loop lp vertical right;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_rp;man ger sword ignii loop rp;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_rp_horizontal;man ger sword ignii loop rp horizontal;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_rp_vertical;man ger sword ignii loop rp vertical;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_rp_vertical_left;man ger sword ignii loop rp vertical left;;;
;0;misc loop animations;man;sword;man_ger_sword_ignii_loop_rp_vertical_right;man ger sword ignii loop rp vertical right;;;
;0;misc loop animations;man;sword;man_ger_sword_quen_loop_lp;man ger sword quen loop lp;;;
;0;misc loop animations;man;sword;man_ger_sword_quen_loop_rp;man ger sword quen loop rp;;;
;0;misc loop animations;man;sword;man_geralt_sword_special_fast_attack_loop_1;man geralt sword special fast attack loop 1;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_block_loop_light_l;man npc sword 1hand block loop light l;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_burn_loop_left;man npc sword 1hand burn loop left;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_burn_loop_right;man npc sword 1hand burn loop right;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_charge_run_loop;man npc sword 1hand charge run loop;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_guard_loop_1_left;man npc sword 1hand guard loop 1 left;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_guard_loop_1_right;man npc sword 1hand guard loop 1 right;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_hit_knockdown_f_loop_left;man npc sword 1hand hit knockdown f loop left;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_hit_knockdown_f_loop_right;man npc sword 1hand hit knockdown f loop right;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_hypnotized_loop_left;man npc sword 1hand hypnotized loop left;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_hypnotized_loop_right;man npc sword 1hand hypnotized loop right;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_immobile_loop_left;man npc sword 1hand immobile loop left;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_immobile_loop_right;man npc sword 1hand immobile loop right;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_pushback_hard_left_loop;man npc sword 1hand pushback hard left loop;;;
;0;misc loop animations;man;sword;man_npc_sword_1hand_pushback_hard_right_loop;man npc sword 1hand pushback hard right loop;;;
;0;misc loop animations;man;sword;man_npc_sword_2hand_burn_loop;man npc sword 2hand burn loop;;;
;0;misc loop animations;man;sword;man_npc_sword_2hand_guarded_loop;man npc sword 2hand guarded loop;;;
;0;misc loop animations;man;sword;man_npc_sword_2hand_hit_knockdown_f_loop;man npc sword 2hand hit knockdown f loop;;;
;0;misc loop animations;man;sword;man_npc_sword_2hand_hypnotized_loop;man npc sword 2hand hypnotized loop;;;
;0;misc loop animations;man;sword;man_npc_sword_2hand_immobile_loop;man npc sword 2hand immobile loop;;;
;0;misc loop animations;man;throwing knives;throwing_knifes_loop_01;throwing knifes loop 01;;;
;0;misc loop animations;man;throwing knives;throwing_knifes_loop_02;throwing knifes loop 02;;;
;0;misc loop animations;man;throwing knives;throwing_knifes_loop_03;throwing knifes loop 03;;;
;0;misc loop animations;man;throwing knives;throwing_knifes_loop_04;throwing knifes loop 04;;;
;0;misc loop animations;man;throwing knives;throwing_knifes_loop_05;throwing knifes loop 05;;;
;0;misc loop animations;man;trader;man_trader_stand_loop_01;man trader stand loop 01;;;
;0;misc loop animations;man;trader;man_trader_stand_loop_02;man trader stand loop 02;;;
;0;misc loop animations;man;trader;man_trader_stand_loop_03;man trader stand loop 03;;;
;0;misc loop animations;man;trader;man_trader_stand_loop_04;man trader stand loop 04;;;
;0;misc loop animations;man;trader;man_trader_stand_loop_05;man trader stand loop 05;;;
;0;misc loop animations;man;trader;man_trader_stand_loop_06;man trader stand loop 06;;;
;0;misc loop animations;man;trader;man_trader_stand_loop_07;man trader stand loop 07;;;
;0;misc loop animations;man;working;drunk_man_work_standing_playing_drum_loop_01;drunk man work standing playing drum loop 01;;;
;0;misc loop animations;man;working;drunk_man_work_standing_playing_drum_loop_02;drunk man work standing playing drum loop 02;;;
;0;misc loop animations;man;working;drunk_man_work_standing_playing_drum_loop_03;drunk man work standing playing drum loop 03;;;
;0;misc loop animations;man;working;drunk_man_work_standing_playing_fiddle_loop_01;drunk man work standing playing fiddle loop 01;;;
;0;misc loop animations;man;working;drunk_man_work_standing_playing_fiddle_loop_02;drunk man work standing playing fiddle loop 02;;;
;0;misc loop animations;man;working;drunk_man_work_standing_playing_fiddle_loop_03;drunk man work standing playing fiddle loop 03;;;
;0;misc loop animations;man;working;drunk_man_work_standing_playing_flute_loop_01;drunk man work standing playing flute loop 01;;;
;0;misc loop animations;man;working;geralt_investigate_clues_above_loop_01;geralt investigate clues above loop 01;;;
;0;misc loop animations;man;working;geralt_investigate_clues_above_loop_02;geralt investigate clues above loop 02;;;
;0;misc loop animations;man;working;geralt_investigate_clues_above_loop_03;geralt investigate clues above loop 03;;;
;0;misc loop animations;man;working;geralt_paying_respects_to_vesemir_loop;geralt paying respects to vesemir loop;;;
;0;misc loop animations;man;working;man_bakingbricks_takingbricksout_01_loop;man bakingbricks takingbricksout 01 loop;;;
;0;misc loop animations;man;working;man_bakingbricks_takingbricksout_clumsy_01_loop;man bakingbricks takingbricksout clumsy 01 loop;;;
;0;misc loop animations;man;working;man_bandit_sitting01_loop01;man bandit sitting01 loop01;;;
;0;misc loop animations;man;working;man_bandit_sitting01_loop02;man bandit sitting01 loop02;;;
;0;misc loop animations;man;working;man_bandit_sitting01_loop3;man bandit sitting01 loop3;;;
;0;misc loop animations;man;working;man_bandit_sitting02_loop01;man bandit sitting02 loop01;;;
;0;misc loop animations;man;working;man_bandit_sitting02_loop02;man bandit sitting02 loop02;;;
;0;misc loop animations;man;working;man_bandit_standing01_loop01;man bandit standing01 loop01;;;
;0;misc loop animations;man;working;man_bandit_standing01_loop02;man bandit standing01 loop02;;;
;0;misc loop animations;man;working;man_bandit_standing02_loop;man bandit standing02 loop;;;
;0;misc loop animations;man;working;man_big_looking_in_the_direction_loop01;man big looking in the direction loop01;;;
;0;misc loop animations;man;working;man_big_looking_in_the_direction_loop02;man big looking in the direction loop02;;;
;0;misc loop animations;man;working;man_big_looking_in_the_direction_loop03;man big looking in the direction loop03;;;
;0;misc loop animations;man;working;man_bricks_oven_takingout_180_loop;man bricks oven takingout 180 loop;;;
;0;misc loop animations;man;working;man_counting_money_loop;man counting money loop;;;
;0;misc loop animations;man;working;man_guarding_with_bow_loop_1;man guarding with bow loop 1;;;
;0;misc loop animations;man;working;man_guarding_with_bow_loop_2;man guarding with bow loop 2;;;
;0;misc loop animations;man;working;man_guarding_with_bow_loop_3;man guarding with bow loop 3;;;
;0;misc loop animations;man;working;man_hammering_kneeling_loop;man hammering kneeling loop;;;
;0;misc loop animations;man;working;man_leaning_against_wall_cross_legged_loop_1;man leaning against wall cross legged loop 1;;;
;0;misc loop animations;man;working;man_leaning_against_wall_cross_legged_loop_2;man leaning against wall cross legged loop 2;;;
;0;misc loop animations;man;working;man_leaning_against_wall_cross_legged_loop_end;man leaning against wall cross legged loop end;;;
;0;misc loop animations;man;working;man_leaning_against_wall_hands_on_hips_loop_2;man leaning against wall hands on hips loop 2;;;
;0;misc loop animations;man;working;man_leaning_against_wall_hands_on_hips_loop1;man leaning against wall hands on hips loop1;;;
;0;misc loop animations;man;working;man_leaning_on_fence_on_butt_loop_1;man leaning on fence on butt loop 1;;;
;0;misc loop animations;man;working;man_leaning_on_fence_on_butt_loop_2;man leaning on fence on butt loop 2;;;
;0;misc loop animations;man;working;man_leaning_on_fence_on_hands_loop;man leaning on fence on hands loop;;;
;0;misc loop animations;man;working;man_nobel_with_fan_loop_1;man nobel with fan loop 1;;;
;0;misc loop animations;man;working;man_nobel_with_fan_loop_2;man nobel with fan loop 2;;;
;0;misc loop animations;man;working;man_nobel_with_fan_walk_loop_1;man nobel with fan walk loop 1;;;
;0;misc loop animations;man;working;man_nobel_with_fan_walk_loop_2;man nobel with fan walk loop 2;;;
;0;misc loop animations;man;working;man_nobel_with_fan_walk_loop_2_left;man nobel with fan walk loop 2 left;;;
;0;misc loop animations;man;working;man_nobel_with_fan_walk_loop_2_right;man nobel with fan walk loop 2 right;;;
;0;misc loop animations;man;working;man_one_sawing_a_log_of_wood_loop;man one sawing a log of wood loop;;;
;0;misc loop animations;man;working;man_peeing_loop;man peeing loop;;;
;0;misc loop animations;man;working;man_sharpening_scythe_loop_1;man sharpening scythe loop 1;;;
;0;misc loop animations;man;working;man_sharpening_scythe_loop_2;man sharpening scythe loop 2;;;
;0;misc loop animations;man;working;man_sharpening_scythe_loop_3;man sharpening scythe loop 3;;;
;0;misc loop animations;man;working;man_sharpening_sword_loop_1;man sharpening sword loop 1;;;
;0;misc loop animations;man;working;man_sharpening_sword_loop_2;man sharpening sword loop 2;;;
;0;misc loop animations;man;working;man_sharpening_sword_loop_3;man sharpening sword loop 3;;;
